Title,Stock Number,Price,Dia. (mm),CWL (nm),CWL Tolerance (nm),FWHM (nm),FWHM Tolerance (nm),Minimum Transmission (%),Blocking Wavelength Range (nm),Optical Density OD,CA (mm),Surface Quality,Angle Sensitivity,Coating,Construction,Mount Thickness (mm),Operating Temperature (°C),Thickness Tolerance (mm),Type,Typical Applications
"430nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-682,$120,25.00 +0.00/-0.25,430 ,±2 ,10.00 ,±2 ,?40 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Emission 
"436nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-623,$79,12.50 +0.00/-0.25,436 ,±2 ,10.00 ,±2 ,?40 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Hg Emission 
"436nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-683,$120,25.00 +0.00/-0.25,436 ,±2 ,10.00 ,±2 ,?40 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Hg Emission 
"436nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",86-998,$265,50.00 +0.00/-0.25,436 ,±2  ,10.00 ,±2  ,?40 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75 ,±0.1 ,Bandpass Filter ,Hg Emission 
"440nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",67-764,$79,12.50 +0.00/-0.25,440 ,+3.0/-0.0 ,10.00 ,±2 ,>45 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"440nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",67-831,$120,25.00 +0.00/-0.25,440 ,+3.0/-0.0 ,10.00 ,±2 ,>45 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"440nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",67-898,$265,50.00 +0.00/-0.25,440 ,+3.0/-0.0 ,10.00 ,±2 ,>45 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"442nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-624,$79,12.50 +0.00/-0.25,442 ,±2 ,10.00 ,±2 ,?40 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,HeCd Laser Line 
"442nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-684,$120,25.00 +0.00/-0.25,442 ,±2 ,10.00 ,±2 ,?40 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,HeCd Laser Line 
"442nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",86-624,$265,50.00 +0.00/-0.25 ,442 ,±2  ,10.00 ,±2  ,?40  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,HeCd Laser Line 
"450nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-625,$79,12.50 +0.00/-0.25,450 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"450nm CWL, 12.5mm Dia., 80nm FWHM, Interference Filter",65-733,$79,12.50 +0.00/-0.25,450 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,DAPI Emission 
"450nm CWL, 25mm Dia., 80nm FWHM, Interference Filter",65-742,$120,25.00 +0.00/-0.25,450 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,DAPI Emission 
"450nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-685,$120,25.00 +0.00/-0.25,450 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"450nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",86-999,$265,50.00 +0.00/-0.25,450 ,±2  ,10.00 ,±2  ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"450nm CWL, 50mm Dia., 80nm FWHM, Interference Filter",87-007,$265,50.00 +0.00/-0.25,450 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75 ,±0.1 ,Bandpass Filter ,DAPI Emission 
"455nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-626,$79,12.50 +0.00/-0.25,455 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Cs Emission Line 
"455nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-686,$120,25.00 +0.00/-0.25,455 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Cs Emission Line 
"458nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-627,$79,12.50 +0.00/-0.25,458 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"458nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-687,$120,25.00 +0.00/-0.25,458 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"460nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",67-765,$79,12.50 +0.00/-0.25,460 ,+3.0/-0.0 ,10.00 ,±2 ,>50 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"460nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",67-832,$120,25.00 +0.00/-0.25,460 ,+3.0/-0.0 ,10.00 ,±2 ,>50 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"460nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",67-899,$265,50.00 +0.00/-0.25,460 ,+3.0/-0.0 ,10.00 ,±2 ,>50 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,5.9 ,-50 to +70 ,,Bandpass Filter ,General Filtering 
"467nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-628,$79,12.50 +0.00/-0.25,467 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Xe Emission Line 
"467nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-688,$120,25.00 +0.00/-0.25,467 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Xe Emission Line 
"470nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-629,$79,12.50 +0.00/-0.25,470 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,GFP Excitation 
"470nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-689,$120,25.00 +0.00/-0.25,470 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,GFP Excitation 
"470nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",86-625,$265,50.00 +0.00/-0.25 ,470 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,GFP Excitation 
"480nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-630,$79,12.50 +0.00/-0.25,480 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,FITC Excitation 
"480nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-690,$120,25.00 +0.00/-0.25,480 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,FITC Excitation 
"480nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",87-000,$265,50.00 +0.00/-0.25,480 ,±2  ,10.00 ,±2  ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75 ,±0.1 ,Bandpass Filter ,FITC Excitation 
"486nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-631,$79,12.50 +0.00/-0.25,486 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,CFP Emission 
"486nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-691,$120,25.00 +0.00/-0.25,486 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,CFP Emission 
"488nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-632,$79,12.50 +0.00/-0.25,488 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"488nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-692,$120,25.00 +0.00/-0.25,488 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"488nm CWL, 50mm Dia., 10nm FWHM, Interference Filter",86-626,$265,50.00 +0.00/-0.25 ,488 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Ar Laser Line 
"492nm CWL, 12.5mm Dia., 10nm FWHM, Interference Filter",65-633,$79,12.50 +0.00/-0.25,492 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"492nm CWL, 25mm Dia., 10nm FWHM, Interference Filter",65-693,$120,25.00 +0.00/-0.25,492 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"500nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-634,$79,12.50 +0.00/-0.25,500 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,He Emission Line 
"500nm CWL, 80nm FWHM, 12.5mm Mounted Diameter",65-734,$79,12.50 +0.00/-0.25,500 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,YFP Excitation 
"500nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-694,$120,25.00 +0.00/-0.25,500 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,He Emission Line 
"500nm CWL, 80nm FWHM, 25mm Mounted Diameter",65-743,$120,25.00 +0.00/-0.25,500 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,YFP Excitation 
"500nm CWL, 80nm FWHM, 50mm Mounted Diameter",87-008,$265,50.00 +0.00/-0.25,500 ,±15  ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,YFP Excitation 
"505nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-635,$79,12.50 +0.00/-0.25,505 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,He Emission Line 
"505nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-695,$120,25.00 +0.00/-0.25,505 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,He Emission Line 
"508nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-636,$79,12.50 +0.00/-0.25,508 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Cd Emission Line 
"508nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-696,$120,25.00 +0.00/-0.25,508 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Cd Emission Line 
"510nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-637,$79,12.50 +0.00/-0.25,510 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Water Analysis 
"510nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-697,$120,25.00 +0.00/-0.25,510 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Water Analysis 
"510nm CWL, 10nm FWHM, 50mm Mounted Diameter",87-001,$265,50.00 +0.00/-0.25,510 ,±2  ,10.00 ,±2  ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,Water Analysis 
"515nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-638,$79,12.50 +0.00/-0.25,515 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"515nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-698,$120,25.00 +0.00/-0.25,515 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ar Laser Line 
"520nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-639,$79,12.50 +0.00/-0.25,520 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"520nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-699,$120,25.00 +0.00/-0.25,520 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"520nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-627,$265,50.00 +0.00/-0.25,520 ,±2 ,10.00 ,±2  ,?40  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"532nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-640,$79,12.50 +0.00/-0.25,532 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Nd:YAG Laser Line 
"532nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-700,$120,25.00 +0.00/-0.25,532 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Nd:YAG Laser Line 
"532nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-628,$265,50.00 +0.00/-0.25,532 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Nd:YAG Laser Line 
