Title,Stock Number,Price,Dia. (mm),CWL (nm),CWL Tolerance (nm),FWHM (nm),FWHM Tolerance (nm),Minimum Transmission (%),Blocking Wavelength Range (nm),Optical Density OD,CA (mm),Surface Quality,Angle Sensitivity,Coating,Construction,Mount Thickness (mm),Operating Temperature (°C),Thickness Tolerance (mm),Type,Typical Applications
"535nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-641,$79,12.50 +0.00/-0.25,535 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ti Emission Line 
"535nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-701,$120,25.00 +0.00/-0.25,535 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ti Emission Line 
"540nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-642,$79,12.50 +0.00/-0.25,540 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,YFP Emission 
"540nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-702,$120,25.00 +0.00/-0.25,540 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,YFP Emission 
"540nm CWL, 10nm FWHM, 50mm Mounted Diameter",87-002,$265,50.00 +0.00/-0.25,540 ,±2  ,10.00 ,±2  ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,YFP Emission 
"546nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-643,$79,12.50 +0.00/-0.25,546 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Hg Emission Line 
"546nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-703,$120,25.00 +0.00/-0.25,546 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Hg Emission Line 
"546nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-629,$265,50.00 +0.00/-0.25,546 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Hg Emission Line 
"550nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-644,$79,12.50 +0.00/-0.25,550 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"550nm CWL, 80nm FWHM, 12.5mm Mounted Diameter",65-735,$79,12.50 +0.00/-0.25,550 ,±15 ,80 ,±2 ,?60 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,TRITC Excitation 
"550nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-704,$120,25.00 +0.00/-0.25,550 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"550nm CWL, 80nm FWHM, 25mm Mounted Diameter",65-744,$120,25.00 +0.00/-0.25,550 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,TRITC Excitation 
"550nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-630,$265,50.00 +0.00/-0.25,550 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"550nm CWL, 80nm FWHM, 50mm Mounted Diameter",87-009,$265,50.00 +0.00/-0.25,550 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,TRITC Excitation 
"560nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",67-766,$79,12.50 +0.00/-0.25,560 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,TRITC Excitation 
"560nm CWL, 10nm FWHM, 25mm Mounted Diameter",67-833,$120,25.00 +0.00/-0.25,560 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,TRITC Excitation 
"560nm CWL, 10nm FWHM, 50mm Mounted Diameter",67-900,$265,50.00 +0.00/-0.25,560 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,TRITC Excitation 
"568nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-645,$79,12.50 +0.00/-0.25,568 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Texas Red Excitation 
"568nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-705,$120,25.00 +0.00/-0.25,568 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Texas Red Excitation 
"570nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",67-767,$79,12.50 +0.00/-0.25,570 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Clinical Chemistry 
"570nm CWL, 10nm FWHM, 25mm Mounted Diameter",67-834,$120,25.00 +0.00/-0.25,570 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Clinical Chemistry 
"570nm CWL, 10nm FWHM, 50mm Mounted Diameter",67-901,$265,50.00 +0.00/-0.25,570 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Clinical Chemistry 
"577nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",67-768,$79,12.50 +0.00/-0.25,577 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Mercury Emission 
"577nm CWL, 10nm FWHM, 25mm Mounted Diameter",67-835,$120,25.00 +0.00/-0.25,577 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Mercury Emission 
"577nm CWL, 10nm FWHM, 50mm Mounted Diameter",67-902,$265,50.00 +0.00/-0.25,577 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,,Bandpass Filter ,Mercury Emission 
"580nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-646,$79,12.50 +0.00/-0.25,580 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Laser Line 
"580nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-706,$120,25.00 +0.00/-0.25,580 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Laser Line 
"580nm CWL, 10nm FWHM, 50mm Mounted Diameter",87-003,$265,50.00 +0.00/-0.25,580 ,±2  ,10.00 ,±2  ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,Kr Laser Line 
"589nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-647,$79,12.50 +0.00/-0.25,589 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Na He Emission Line 
"589nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-707,$120,25.00 +0.00/-0.25,589 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Na He Emission Line 
"589nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-631,$265,50.00 +0.00/-0.25,589 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Na He Emission Line 
"600nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-648,$79,12.50 +0.00/-0.25,600 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"600nm CWL, 80nm FWHM, 12.5mm Mounted Diameter",65-736,$79,12.50 +0.00/-0.25,600 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"600nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-708,$120,25.00 +0.00/-0.25,600 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"600nm CWL, 80nm FWHM, 25mm Mounted Diameter",65-745,$120,25.00 +0.00/-0.25,600 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"600nm CWL, 10nm FWHM, 50mm Mounted Diameter",87-004,$265,50.00 +0.00/-0.25 ,600 ,±2  ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"600nm CWL, 80nm FWHM, 50mm Mounted Diameter",87-010,$265,50.00 +0.00/-0.25 ,600 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"610nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-649,$79,12.50 +0.00/-0.25,610 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Water Analysis 
"610nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-709,$120,25.00 +0.00/-0.25,610 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Water Analysis 
"620nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-650,$79,12.50 +0.00/-0.25,620 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Laser Diode Cleanup 
"620nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-710,$120,25.00 +0.00/-0.25,620 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Laser Diode Cleanup 
"632nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-651,$79,12.50 +0.00/-0.25,632 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,HeNe Laser Line 
"632nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-711,$120,25.00 +0.00/-0.25,632 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,HeNe Laser Line 
"632nm CWL, 10nm FWHM, 50mm Mounted Diameter ",86-632,$265,50.00 +0.00/-0.25 ,632 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,HeNe Laser Line 
"636nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-652,$79,12.50 +0.00/-0.25,636 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Zn Emission Line 
"636nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-712,$120,25.00 +0.00/-0.25,636 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Zn Emission Line 
"636nm CWL, 10nm FWHM, 50mm Mounted Diameter",86-633,$265,50.00 +0.00/-0.25 ,636 ,±2  ,10.00 ,±2  ,?45  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Zn Emission Line 
"640nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-653,$79,12.50 +0.00/-0.25,640 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ne Emission Line 
"640nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-713,$120,25.00 +0.00/-0.25,640 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Ne Emission Line 
"647nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-654,$79,12.50 +0.00/-0.25,647 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Laser Line 
"647nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-714,$120,25.00 +0.00/-0.25,647 ,±2 ,10.00 ,±2 ,?45 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Laser Line 
"650nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-655,$79,12.50 +0.00/-0.25,650 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"650nm CWL, 80nm FWHM, 12.5mm Mounted Diameter",65-737,$79,12.50 +0.00/-0.25,650 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"650nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-715,$120,25.00 +0.00/-0.25,650 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"650nm CWL, 80nm FWHM, 25mm Mounted Diameter",65-746,$120,25.00 +0.00/-0.25,650 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Clinical Chemistry 
"650nm CWL, 10nm FWHM, 50mm Mounted Diameter",86-634,$265,50.00 +0.00/-0.25 ,650 ,±2  ,10.00 ,±2  ,?50  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"650nm CWL, 80nm FWHM, 50mm Mounted Diameter",87-011,$265,50.00 +0.00/-0.25 ,650 ,±15 ,80.00 ,±25 ,?60 ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5 ,-50 to +75  ,±0.1  ,Bandpass Filter ,Clinical Chemistry 
"656nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-656,$79,12.50 +0.00/-0.25,656 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,H Emission Line 
"656nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-716,$120,25.00 +0.00/-0.25,656 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,H Emission Line 
"656nm CWL, 10nm FWHM, 50mm Mounted Diameter",86-635,$265,50.00 +0.00/-0.25 ,656 ,±2  ,10.00 ,±2  ,?50  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,H Emission Line 
"660nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",67-769,$79,12.50 +0.00/-0.25,660 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,LED/Laser Cleanup 
"660nm CWL, 10nm FWHM, 25mm Mounted Diameter",67-836,$120,25.00 +0.00/-0.25,660 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,LED/Laser Cleanup 
"660nm CWL, 10nm FWHM, 50mm Mounted Diameter",67-903,$265,50.00 +0.00/-0.25,660 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,LED/Laser Cleanup 
"671nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-657,$79,12.50 +0.00/-0.25,671 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Li Emission Line 
"671nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-717,$120,25.00 +0.00/-0.25,671 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Li Emission Line 
"671nm CWL, 10nm FWHM, 50mm Mounted Diameter",86-636,$265,50.00 +0.00/-0.25 ,671 ,±2  ,10.00 ,±2  ,?50  ,200 - Far IR ,?3.0 ,45.0 ,80-50  ,Intended for Collimated Input  ,Traditional Coated ,Mounted in Black Anodized Ring  ,7.5  ,-50 to +75  ,±0.1  ,Bandpass Filter ,Li Emission Line 
"676nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-658,$79,12.50 +0.00/-0.25,676 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Emission Line 
"676nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-718,$120,25.00 +0.00/-0.25,676 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,Kr Emission Line 
"680nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",67-770,$79,12.50 +0.00/-0.25,680 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,General Filtering 
"680nm CWL, 10nm FWHM, 25mm Mounted Diameter",67-837,$120,25.00 +0.00/-0.25,680 ,+3.0/-0.0 ,10.00 ,±2 ,>55 ,200 - Far IR ,?4.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,General Filtering 
"680nm CWL, 10nm FWHM, 50mm Mounted Diameter",67-904,$265,50.00 +0.00/-0.25,680 ,+3.0/-0.0 ,10 ,±2 ,>55 ,200 - Far IR ,?4.0 ,45.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring  ,5.9 ,-50 to +70 ,±0.1 ,Bandpass Filter ,General Filtering 
"690nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-659,$79,12.50 +0.00/-0.25,690 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,CY5 Emission 
"690nm CWL, 10nm FWHM, 25mm Mounted Diameter",65-719,$120,25.00 +0.00/-0.25,690 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,21.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,CY5 Emission 
"694nm CWL, 10nm FWHM, 12.5mm Mounted Diameter",65-660,$79,12.50 +0.00/-0.25,694 ,±2 ,10.00 ,±2 ,?50 ,200 - Far IR ,?3.0 ,9.0 ,80-50 ,Intended for Collimated Input ,Traditional Coated ,Mounted in Black Anodized Ring ,7.5 ,-50 to +75 ,±0.1 ,Bandpass Filter ,CY5 Emission 
