"","name","price","nm.FWHM","nm.CWL"
"2451","785nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,785
"2452","800nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,800
"2453","800nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,800
"2454","800nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,800
"2455","808nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,808
"2456","808nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,808
"2457","808nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,808
"2458","810nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,810
"2459","810nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,810
"2460","810nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,810
"2461","830nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,830
"2462","830nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,830
"2463","830nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,830
"2464","850nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,850
"2465","850nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",205,10,850
"2466","850nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,850
"2467","852nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,852
"2468","852nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,852
"2469","852nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,852
"2470","880nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,880
"2471","880nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,880
"2472","880nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,880
"2473","905nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,905
"2474","905nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,905
"2475","905nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,905
"2476","940nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,940
"2477","940nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,940
"2478","940nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,940
"2479","950nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,950
"2480","950nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,950
"2481","950nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,950
"2482","980nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,980
"2483","980nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,980
"2484","980nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,980
"2485","1030nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,1030
"2486","1030nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,1030
"2487","1030nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",595,10,1030
"2488","1064nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,1064
"2489","1064nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,1064
"2490","1064nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",595,10,1064
"2491","1450nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,1450
"2492","1450nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,1450
"2493","1450nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",595,10,1450
"2494","1550nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,1550
"2495","1550nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,1550
"2496","1550nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",595,10,1550
"2497","400nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,400
"2498","400nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,400
"2499","400nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,400
"2500","425nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,425
"2501","425nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,425
"2502","425nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,425
"2503","450nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,450
"2504","450nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,450
"2505","450nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,450
"2506","475nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,475
"2507","475nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,475
"2508","475nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,475
"2509","500nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,500
"2510","500nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,500
"2511","500nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,500
"2512","525nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,525
"2513","525nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,525
"2514","525nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,525
"2515","550nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,550
"2516","550nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,550
"2517","550nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,550
"2518","575nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,575
"2519","575nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,575
"2520","575nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,575
"2521","600nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,600
"2522","600nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,600
"2523","600nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,600
"2524","625nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,625
"2525","625nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,625
"2526","625nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,625
"2527","650nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,650
"2528","650nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,650
"2529","650nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,650
"2530","675nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,675
"2531","675nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,675
"2532","675nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,675
"2533","700nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,700
"2534","700nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,700
"2535","700nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,700
"2536","725nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,725
"2537","725nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,725
"2538","725nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,725
"2539","750nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,750
"2540","750nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,750
"2541","750nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,750
"2542","775nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,775
"2543","775nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,775
"2544","775nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,775
"2545","800nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,800
"2546","800nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,800
"2547","800nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,800
"2548","825nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,825
"2549","825nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,825
"2550","825nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,825
"2551","850nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,850
"2552","850nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,850
"2553","850nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,850
"2554","875nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,875
"2555","875nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,875
"2556","875nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,875
"2557","900nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,900
"2558","900nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,900
"2559","900nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,900
"2560","925nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,925
"2561","925nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,925
"2562","925nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,925
"2563","950nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,950
"2564","950nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,950
"2565","950nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,950
"2566","975nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",130,25,975
"2567","975nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",205,25,975
"2568","975nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",495,25,975
"2569","1000nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1000
"2570","1000nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1000
"2571","1000nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1000
"2572","1050nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1050
"2573","1050nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1050
"2574","1050nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1050
"2575","1100nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1100
"2576","1100nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1100
"2577","1100nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1100
"2578","1150nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1150
"2579","1150nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1150
"2580","1150nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1150
"2581","1200nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1200
"2582","1200nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1200
"2583","1200nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1200
"2584","1250nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1250
"2585","1250nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1250
"2586","1250nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1250
"2587","1300nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1300
"2588","1300nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1300
"2589","1300nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1300
"2590","1350nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1350
"2591","1350nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1350
"2592","1350nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1350
"2593","1400nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1400
"2594","1400nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1400
"2595","1400nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1400
"2596","1450nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1450
"2597","1450nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1450
"2598","1450nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1450
"2599","1500nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1500
"2600","1500nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1500
"2601","1500nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1500
"2602","1550nm CWL, 12.5mm Dia. Hard Coated OD 4 25nm Bandpass Filter",155,25,1550
"2603","1550nm CWL, 25mm Dia. Hard Coated OD 4 25nm Bandpass Filter",255,25,1550
"2604","1550nm CWL, 50mm Dia. Hard Coated OD 4 25nm Bandpass Filter",595,25,1550
"2605","400nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,400
"2606","400nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,400
"2607","400nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,400
"2608","425nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,425
"2609","425nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,425
"2610","425nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,425
"2611","450nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,450
"2612","450nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,450
"2613","450nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,450
"2614","475nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,475
"2615","475nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,475
"2616","475nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,475
"2617","500nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,500
"2618","500nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,500
"2619","500nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,500
"2620","525nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,525
"2621","525nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,525
"2622","525nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,525
"2623","550nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,550
"2624","550nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,550
"2625","550nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,550
"2626","575nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,575
"2627","575nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,575
"2628","575nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,575
"2629","600nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,600
"2630","600nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,600
"2631","600nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,600
"2632","625nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,625
"2633","625nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,625
"2634","625nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,625
"2635","650nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,650
"2636","650nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,650
"2637","650nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,650
"2638","675nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,675
"2639","675nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,675
"2640","675nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,675
"2641","700nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,700
"2642","700nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,700
"2643","700nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,700
"2644","725nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,725
"2645","725nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,725
"2646","725nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,725
"2647","750nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,750
"2648","750nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,750
"2649","750nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,750
"2650","775nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,775
"2651","775nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,775
"2652","775nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,775
"2653","800nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,800
"2654","800nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,800
"2655","800nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,800
"2656","825nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,825
"2657","825nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,825
"2658","825nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,825
"2659","850nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,850
"2660","850nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,850
"2661","850nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,850
"2662","875nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,875
"2663","875nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,875
"2664","875nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,875
"2665","900nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,900
"2666","900nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,900
"2667","900nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,900
"2668","925nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,925
"2669","925nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,925
"2670","925nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,925
"2671","950nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,950
"2672","950nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,950
"2673","950nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,950
"2674","975nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",130,50,975
"2675","975nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",205,50,975
"2676","975nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",495,50,975
"2677","1000nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1000
"2678","1000nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1000
"2679","1000nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1000
"2680","1025nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1025
"2681","1025nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1025
"2682","1025nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1025
"2683","1050nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1050
"2684","1050nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1050
"2685","1050nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1050
"2686","1075nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1075
"2687","1075nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1075
"2688","1075nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1075
"2689","1100nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1100
"2690","1100nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1100
"2691","1100nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1100
"2692","1125nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1125
"2693","1125nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1125
"2694","1125nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1125
"2695","1150nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1150
"2696","1150nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1150
"2697","1150nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1150
"2698","1175nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1175
"2699","1175nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1175
"2700","1175nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1175
"2701","1200nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter ",155,50,1200
"2702","1200nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1200
"2703","1200nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1200
"2704","1225nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1225
"2705","1225nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1225
"2706","1225nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1225
"2707","1250nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1250
"2708","1250nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1250
"2709","1250nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1250
"2710","1275nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1275
"2711","1275nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1275
"2712","1275nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1275
"2713","1300nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1300
"2714","1300nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1300
"2715","1300nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter ",595,50,1300
"2716","1325nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1325
"2717","1325nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1325
"2718","1325nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1325
"2719","1350nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1350
"2720","1350nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1350
"2721","1350nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1350
"2722","1375nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1375
"2723","1375nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1375
"2724","1375nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1375
"2725","1400nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1400
"2726","1400nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1400
"2727","1400nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1400
"2728","1425nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1425
"2729","1425nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1425
"2730","1425nm CWL, 50mm Dia. Hard Coated OD 4 50nm Bandpass Filter",595,50,1425
"2731","1450nm CWL, 12.5mm Dia. Hard Coated OD 4 50nm Bandpass Filter",155,50,1450
"2732","1450nm CWL, 25mm Dia. Hard Coated OD 4 50nm Bandpass Filter",255,50,1450
