"","name","price","nm.FWHM","nm.CWL"
"562","641nm CWL, 50mm Dia, 75nm Bandwidth, OD 6 Fluorescence Filter",675,81,640.5
"563","648nm CWL, 12.5mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",195,20,648
"564","648nm CWL, 25mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",260,20,648
"565","648nm CWL, 50mm Dia, 14nm Bandwidth, OD 6 Fluorescence Filter",675,20,648
"566","655nm CWL, 12.5mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",195,24,655
"567","655nm CWL, 25mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",260,24,655
"568","655nm CWL, 50mm Dia, 15nm Bandwidth, OD 6 Fluorescence Filter",675,24,655
"569","655nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",195,47,655
"570","655nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",260,47,655
"571","655nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",675,47,655
"572","661nm CWL, 12.5mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",195,26,661
"573","661nm CWL, 25mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",260,26,661
"574","661nm CWL, 50mm Dia, 20nm Bandwidth, OD 6 Fluorescence Filter",675,26,661
"575","676nm CWL, 12.5mm Dia, 29nm Bandwidth, OD 6 Fluorescence Filter",195,36,676
"576","676nm CWL, 25mm Dia, 29nm Bandwidth, OD 6 Fluorescence Filter",260,36,676
"577","676nm CWL, 50mm Dia, 29nm Bandwidth, OD 6 Fluorescence Filter",675,36,676
"578","692nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",195,47,692
"579","692nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",260,47,692
"580","692nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",675,47,692
"581","697nm CWL, 12.5mm Dia, 75nm Bandwidth, OD 6 Fluorescence Filter",195,91,697
"582","697nm CWL, 25mm Dia, 75nm Bandwidth, OD 6 Fluorescence Filter",260,91,697
"583","697nm CWL, 50mm Dia, 75nm Bandwidth, OD 6 Fluorescence Filter",675,91,697
"584","710nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",195,47,710
"585","710nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",260,47,710
"586","710nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",675,47,710
"587","716nm CWL, 12.5mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",195,47,716
"588","716nm CWL, 25mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",260,47,716
"589","716nm CWL, 50mm Dia, 40nm Bandwidth, OD 6 Fluorescence Filter",675,47,716
"590","732nm CWL, 12.5mm Dia, 68nm Bandwidth, OD 6 Fluorescence Filter",195,76,732
"591","732nm CWL, 25mm Dia, 68nm Bandwidth, OD 6 Fluorescence Filter",260,76,732
"592","732nm CWL, 50mm Dia, 68nm Bandwidth, OD 6 Fluorescence Filter",675,76,732
"593","769nm CWL, 12.5mm Dia, 41nm Bandwidth, OD 6 Fluorescence Filter",195,48,769
"594","769nm CWL, 25mm Dia, 41nm Bandwidth, OD 6 Fluorescence Filter",260,48,769
"595","769nm CWL, 50mm Dia, 41nm Bandwidth, OD 6 Fluorescence Filter",675,48,769
"596","775nm CWL, 12.5mm Dia, 46nm Bandwidth, OD 6 Fluorescence Filter",195,54,775
"597","775nm CWL, 25mm Dia, 46nm Bandwidth, OD 6 Fluorescence Filter",260,54,775
"598","775nm CWL, 50mm Dia, 46nm Bandwidth, OD 6 Fluorescence Filter",675,54,775
"599","785nm CWL, 12.5mm Dia, 62nm Bandwidth, OD 6 Fluorescence Filter",195,71,785
"600","785nm CWL, 25mm Dia, 62nm Bandwidth, OD 6 Fluorescence Filter",260,71,785
"601","785nm CWL, 50mm Dia, 62nm Bandwidth, OD 6 Fluorescence Filter",675,71,785
"602","832nm CWL, 12.5mm Dia, 37nm Bandwidth, OD 6 Fluorescence Filter",195,45,832
"603","832nm CWL, 25mm Dia, 37nm Bandwidth, OD 6 Fluorescence Filter",260,45,832
"604","832nm CWL, 50mm Dia, 37nm Bandwidth, OD 6 Fluorescence Filter",675,45,832
"2209","250nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,250
"2210","250nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,250
"2211","250nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,250
"2212","254nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,254
"2213","254nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,254
"2214","254nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,254
"2215","260nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,260
"2216","260nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,260
"2217","260nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,260
"2218","266nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,266
"2219","266nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,266
"2220","266nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,266
"2221","270nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,270
"2222","270nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,270
"2223","270nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,270
"2224","280nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,280
"2225","280nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,280
"2226","280nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,280
"2227","285nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,285
"2228","285nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,285
"2229","285nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,285
"2230","290nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,290
"2231","290nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,290
"2232","290nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,290
"2233","300nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",155,10,300
"2234","300nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",255,10,300
"2235","300nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",550,10,300
"2236","310nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,310
"2237","310nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,310
"2238","310nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,310
"2239","313nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,313
"2240","313nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,313
"2241","313nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,313
"2242","320nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,320
"2243","320nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,320
"2244","320nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,320
"2245","330nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,330
"2246","330nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,330
"2247","330nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,330
"2248","337nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,337
"2249","337nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,337
"2250","337nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,337
"2251","340nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,340
"2252","340nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,340
"2253","340nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,340
"2254","343nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,343
"2255","343nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,343
"2256","343nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,343
"2257","350nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,350
"2258","350nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,350
"2259","350nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,350
"2260","355nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,355
"2261","355nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,355
"2262","355nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,355
"2263","365nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,365
"2264","365nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,365
"2265","365nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,365
"2266","375nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,375
"2267","375nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,375
"2268","375nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,375
"2269","394nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,394
"2270","394nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,394
"2271","394nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,394
"2272","400nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,400
"2273","400nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,400
"2274","400nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,400
"2275","405nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,405
"2276","405nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,405
"2277","405nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,405
"2278","413nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,413
"2279","413nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,413
"2280","413nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,413
"2281","420nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,420
"2282","420nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,420
"2283","420nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,420
"2284","422nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,422
"2285","422nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,422
"2286","422nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,422
"2287","430nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,430
"2288","430nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",205,10,430
"2289","430nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,430
"2290","436nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",130,10,436
"2291","436nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,436
"2292","436nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,436
"2293","440nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,440
"2294","440nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,440
"2295","440nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,440
"2296","442nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,442
"2297","442nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,442
"2298","442nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,442
"2299","445nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,445
"2300","445nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,445
"2301","445nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,445
"2302","450nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,450
"2303","450nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,450
"2304","450nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,450
"2305","455nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,455
"2306","455nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,455
"2307","455nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,455
"2308","458nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,458
"2309","458nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,458
"2310","458nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,458
"2311","460nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,460
"2312","460nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,460
"2313","460nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,460
"2314","467nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,467
"2315","467nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,467
"2316","467nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,467
"2317","470nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,470
"2318","470nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,470
"2319","470nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,470
"2320","473nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,473
"2321","473nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,473
"2322","473nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,473
"2323","480nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,480
"2324","480nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,480
"2325","480nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,480
"2326","486nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,486
"2327","486nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,486
"2328","486nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,486
"2329","488nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,488
"2330","488nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,488
"2331","488nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,488
"2332","492nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,492
"2333","492nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,492
"2334","492nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,492
"2335","500nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,500
"2336","500nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,500
"2337","500nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,500
"2338","505nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,505
"2339","505nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,505
"2340","505nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,505
"2341","508nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,508
"2342","508nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,508
"2343","508nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,508
"2344","510nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,510
"2345","510nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,510
"2346","510nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,510
"2347","515nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,515
"2348","515nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,515
"2349","515nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,515
"2350","520nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,520
"2351","520nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,520
"2352","520nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,520
"2353","532nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,532
"2354","532nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,532
"2355","532nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,532
"2356","535nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,535
"2357","535nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,535
"2358","535nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,535
"2359","540nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,540
"2360","540nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,540
"2361","540nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,540
"2362","546nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,546
"2363","546nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,546
"2364","546nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,546
"2365","550nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,550
"2366","550nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,550
"2367","550nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,550
"2368","560nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,560
"2369","560nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,560
"2370","560nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,560
"2371","568nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,568
"2372","568nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,568
"2373","568nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,568
"2374","580nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,580
"2375","580nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,580
"2376","580nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,580
"2377","589nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,589
"2378","589nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,589
"2379","589nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,589
"2380","594nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,594
"2381","594nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,594
"2382","594nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,594
"2383","600nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,600
"2384","600nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,600
"2385","600nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,600
"2386","610nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,610
"2387","610nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,610
"2388","610nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,610
"2389","620nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,620
"2390","620nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,620
"2391","620nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,620
"2392","632nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,632
"2393","632nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,632
"2394","632nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,632
"2395","636nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,636
"2396","636nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,636
"2397","636nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,636
"2398","640nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,640
"2399","640nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,640
"2400","640nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,640
"2401","647nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,647
"2402","647nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,647
"2403","647nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,647
"2404","650nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,650
"2405","650nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,650
"2406","650nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,650
"2407","656nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,656
"2408","656nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,656
"2409","656nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,656
"2410","660nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,660
"2411","660nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,660
"2412","660nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,660
"2413","671nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,671
"2414","671nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,671
"2415","671nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,671
"2416","676nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,676
"2417","676nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,676
"2418","676nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,676
"2419","680nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,680
"2420","680nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,680
"2421","680nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,680
"2422","685nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,685
"2423","685nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,685
"2424","685nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,685
"2425","690nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,690
"2426","690nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",205,10,690
"2427","690nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",495,10,690
"2428","694nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,694
"2429","694nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter ",205,10,694
"2430","694nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,694
"2431","700nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,700
"2432","700nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,700
"2433","700nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,700
"2434","730nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,730
"2435","730nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,730
"2436","730nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,730
"2437","750nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,750
"2438","750nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,750
"2439","750nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,750
"2440","766nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,766
"2441","766nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,766
"2442","766nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,766
"2443","770nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,770
"2444","770nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,770
"2445","770nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,770
"2446","780nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,780
"2447","780nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,780
"2448","780nm CWL, 50mm Dia., Hard Coated OD 4 10nm Bandpass Filter",495,10,780
"2449","785nm CWL, 12.5mm Dia., Hard Coated OD 4 10nm Bandpass Filter",130,10,785
"2450","785nm CWL, 25mm Dia., Hard Coated OD 4 10nm Bandpass Filter",205,10,785
