"","wave","value"
"1",339.483,-9.48
"2",339.86,-10.04
"3",340.237,-10.61
"4",340.615,-11.38
"5",340.992,-11.65
"6",341.37,-12.04
"7",341.747,-12.82
"8",342.124,-13.41
"9",342.501,-13.71
"10",342.878,-13.95
"11",343.256,-14.51
"12",343.633,-14.85
"13",344.01,-15.31
"14",344.387,-15.78
"15",344.764,-16.19
"16",345.141,-16.49
"17",345.518,-16.77
"18",345.895,-17.16
"19",346.272,-17.24
"20",346.649,-17.62
"21",347.025,-17.74
"22",347.402,-18.31
"23",347.779,-18.45
"24",348.156,-18.79
"25",348.532,-19.07
"26",348.909,-19.3
"27",349.286,-19.54
"28",349.662,-19.53
"29",350.039,-19.61
"30",350.415,-19.92
"31",350.792,-20.19
"32",351.168,-19.86
"33",351.545,-19.57
"34",351.921,-19.47
"35",352.297,-19.45
"36",352.674,-19.65
"37",353.05,-20.15
"38",353.426,-20.77
"39",353.803,-21.39
"40",354.179,-22.2
"41",354.555,-22.77
"42",354.931,-23.35
"43",355.307,-23.8
"44",355.683,-24.23
"45",356.059,-24.96
"46",356.435,-25.44
"47",356.811,-26.15
"48",357.187,-26.88
"49",357.563,-27.5
"50",357.939,-28.11
"51",358.315,-28.71
"52",358.691,-29.21
"53",359.066,-29.61
"54",359.442,-29.98
"55",359.818,-30.29
"56",360.194,-30.56
"57",360.569,-31.21
"58",360.945,-31.4
"59",361.32,-31.32
"60",361.696,-31.49
"61",362.071,-31.59
"62",362.447,-31.52
"63",362.822,-31.72
"64",363.198,-31.86
"65",363.573,-31.71
"66",363.948,-31.96
"67",364.324,-32.15
"68",364.699,-32.12
"69",365.074,-31.81
"70",365.449,-31.89
"71",365.825,-31.95
"72",366.2,-31.85
"73",366.575,-31.99
"74",366.95,-32.12
"75",367.325,-32.13
"76",367.7,-32.02
"77",368.075,-32.1
"78",368.45,-32.05
"79",368.825,-31.97
"80",369.2,-32.28
"81",369.575,-32.11
"82",369.949,-32.26
"83",370.324,-31.77
"84",370.699,-32.03
"85",371.074,-31.86
"86",371.448,-31.75
"87",371.823,-31.76
"88",372.197,-31.7
"89",372.572,-31.85
"90",372.947,-31.96
"91",373.321,-31.8
"92",373.695,-31.71
"93",374.07,-31.75
"94",374.444,-31.72
"95",374.819,-31.58
"96",375.193,-31.43
"97",375.567,-31.41
"98",375.942,-31.44
"99",376.316,-31.44
