"","wave","value"
"1",339.483,-8.87
"2",339.86,-9.51
"3",340.237,-10.1
"4",340.615,-10.77
"5",340.992,-10.46
"6",341.37,-10.99
"7",341.747,-11.74
"8",342.124,-12.28
"9",342.501,-12.96
"10",342.878,-13.32
"11",343.256,-13.91
"12",343.633,-14.18
"13",344.01,-14.7
"14",344.387,-15.28
"15",344.764,-15.85
"16",345.141,-16.06
"17",345.518,-16.41
"18",345.895,-16.81
"19",346.272,-17.09
"20",346.649,-17.37
"21",347.025,-17.58
"22",347.402,-17.84
"23",347.779,-17.89
"24",348.156,-18.18
"25",348.532,-18.49
"26",348.909,-18.68
"27",349.286,-19.03
"28",349.662,-19.09
"29",350.039,-19.36
"30",350.415,-19.6
"31",350.792,-19.81
"32",351.168,-19.58
"33",351.545,-19.46
"34",351.921,-19.28
"35",352.297,-19.48
"36",352.674,-19.58
"37",353.05,-19.91
"38",353.426,-20.28
"39",353.803,-20.95
"40",354.179,-21.65
"41",354.555,-22.34
"42",354.931,-23.03
"43",355.307,-23.66
"44",355.683,-24.12
"45",356.059,-24.7
"46",356.435,-25.33
"47",356.811,-25.96
"48",357.187,-26.41
"49",357.563,-26.91
"50",357.939,-27.48
"51",358.315,-27.91
"52",358.691,-28.31
"53",359.066,-28.68
"54",359.442,-29.06
"55",359.818,-29.28
"56",360.194,-29.47
"57",360.569,-29.98
"58",360.945,-30
"59",361.32,-30.04
"60",361.696,-30.03
"61",362.071,-30.04
"62",362.447,-29.95
"63",362.822,-30.07
"64",363.198,-30.15
"65",363.573,-30.11
"66",363.948,-30.75
"67",364.324,-30.79
"68",364.699,-30.7
"69",365.074,-30.29
"70",365.449,-30.03
"71",365.825,-30.13
"72",366.2,-30.12
"73",366.575,-30.24
"74",366.95,-30.19
"75",367.325,-30.08
"76",367.7,-29.73
"77",368.075,-29.68
"78",368.45,-29.56
"79",368.825,-29.51
"80",369.2,-29.61
"81",369.575,-29.49
"82",369.949,-29.59
"83",370.324,-29.49
"84",370.699,-29.63
"85",371.074,-29.51
"86",371.448,-29.47
"87",371.823,-29.57
"88",372.197,-29.3
"89",372.572,-29.44
"90",372.947,-29.35
"91",373.321,-29.26
"92",373.695,-29.25
"93",374.07,-29.39
"94",374.444,-29.3
"95",374.819,-29.32
"96",375.193,-29.33
"97",375.567,-29.47
"98",375.942,-29.57
"99",376.316,-29.62
"100",376.69,-29.44
"101",377.064,-29.48
"102",377.438,-29.36
"103",377.812,-29.38
"104",378.186,-29.52
"105",378.56,-28.95
"106",378.934,-28.97
"107",379.308,-28.93
"108",379.682,-28.94
"109",380.056,-29.01
"110",380.43,-29.11
"111",380.804,-29.03
"112",381.178,-29.04
"113",381.551,-28.82
"114",381.925,-28.89
"115",382.299,-28.87
"116",382.672,-28.82
"117",383.046,-28.84
"118",383.42,-28.8
"119",383.793,-28.84
"120",384.167,-28.81
"121",384.54,-28.65
"122",384.914,-28.59
"123",385.287,-28.72
"124",385.66,-28.61
"125",386.034,-28.43
"126",386.407,-28.46
"127",386.78,-28.45
"128",387.154,-28.47
"129",387.527,-28.45
"130",387.9,-28.82
"131",388.273,-28.92
"132",388.646,-28.79
"133",389.019,-28.64
"134",389.392,-28.52
"135",389.765,-28.35
"136",390.138,-28.19
"137",390.511,-28.33
"138",390.884,-28.2
"139",391.257,-28.24
"140",391.63,-28.16
"141",392.003,-28.06
"142",392.375,-28.18
"143",392.748,-28.01
"144",393.121,-28.03
"145",393.493,-28.1
"146",393.866,-28.18
"147",394.239,-28.2
"148",394.611,-28.11
"149",394.984,-28.07
"150",395.356,-27.68
"151",395.729,-27.58
"152",396.101,-27.59
"153",396.473,-27.5
"154",396.846,-27.07
"155",397.218,-27.2
"156",397.59,-27.25
"157",397.963,-26.59
"158",398.335,-26.53
"159",398.707,-26.54
"160",399.079,-26.44
"161",399.451,-26.61
"162",399.823,-26.52
"163",400.195,-26.68
"164",400.567,-26.77
"165",400.939,-26.66
"166",401.311,-27.52
"167",401.683,-27.58
"168",402.055,-27.61
"169",402.427,-27.57
"170",402.799,-27.52
"171",403.17,-27.42
"172",403.542,-27.52
"173",403.914,-27.52
"174",404.285,-27.49
"175",404.657,-27.32
"176",405.029,-27.32
"177",405.4,-27.38
"178",405.772,-27.55
"179",406.143,-27.7
"180",406.514,-27.75
"181",406.886,-27.73
"182",407.257,-27.97
"183",407.629,-28.07
"184",408,-27.92
"185",408.371,-28.01
"186",408.742,-28.15
"187",409.114,-28.04
"188",409.485,-27.88
"189",409.856,-27.79
"190",410.227,-27.83
"191",410.598,-27.89
"192",410.969,-27.95
"193",411.34,-28.02
"194",411.711,-28.16
"195",412.082,-28.38
"196",412.453,-28.51
"197",412.824,-28.71
"198",413.194,-28.66
"199",413.565,-28.88
"200",413.936,-28.98
"201",414.307,-29.05
"202",414.677,-29.05
"203",415.048,-29.15
"204",415.418,-29.2
"205",415.789,-29.17
"206",416.159,-29.09
"207",416.53,-28.99
"208",416.9,-28.75
"209",417.271,-28.66
"210",417.641,-28.91
"211",418.012,-29.24
"212",418.382,-29.26
"213",418.752,-29.31
"214",419.122,-29.18
"215",419.493,-29.63
"216",419.863,-29.57
"217",420.233,-29.58
"218",420.603,-30.14
"219",420.973,-30.18
"220",421.343,-30.15
"221",421.713,-30.33
"222",422.083,-30.34
"223",422.453,-30.27
"224",422.823,-30.28
"225",423.193,-30.13
"226",423.562,-29.84
"227",423.932,-29.72
"228",424.302,-29.74
"229",424.672,-29.61
"230",425.041,-29.56
"231",425.411,-29.54
"232",425.78,-29.61
"233",426.15,-29.64
"234",426.52,-29.62
"235",426.889,-29.78
"236",427.258,-29.92
"237",427.628,-29.87
"238",427.997,-29.85
"239",428.367,-29.75
"240",428.736,-29.66
"241",429.105,-29.59
"242",429.474,-29.58
"243",429.844,-29.47
"244",430.213,-29.48
"245",430.582,-29.61
"246",430.951,-29.48
"247",431.32,-29.44
"248",431.689,-29.55
"249",432.058,-29.55
"250",432.427,-29.52
"251",432.796,-29.36
"252",433.165,-29.25
"253",433.534,-29.21
"254",433.902,-29.31
"255",434.271,-29.25
"256",434.64,-29.1
"257",435.009,-29.12
"258",435.377,-29.14
"259",435.746,-29.15
"260",436.114,-29.25
"261",436.483,-29.29
"262",436.852,-29.1
"263",437.22,-29.08
"264",437.588,-29.09
"265",437.957,-29.11
"266",438.325,-29.16
"267",438.694,-29.24
"268",439.062,-29.14
"269",439.43,-29.27
"270",439.798,-29.41
"271",440.166,-29.28
"272",440.535,-29.3
"273",440.903,-29.43
"274",441.271,-29.31
"275",441.639,-29.5
"276",442.007,-29.42
"277",442.375,-29.56
"278",442.743,-29.63
"279",443.111,-28.99
"280",443.479,-28.83
"281",443.846,-28.72
"282",444.214,-28.67
"283",444.582,-28.8
"284",444.95,-28.77
"285",445.317,-28.69
"286",445.685,-28.69
"287",446.052,-29.03
"288",446.42,-29.23
"289",446.788,-29.38
"290",447.155,-29.51
"291",447.523,-29.58
"292",447.89,-29.59
"293",448.257,-29.6
"294",448.625,-29.3
"295",448.992,-29.33
"296",449.359,-29.33
"297",449.726,-29.24
"298",450.094,-29.25
"299",450.461,-29.39
"300",450.828,-29.35
"301",451.195,-29.31
"302",451.562,-29.37
"303",451.929,-29.49
"304",452.296,-29.59
"305",452.663,-29.61
"306",453.03,-29.74
"307",453.397,-29.85
"308",453.764,-29.76
"309",454.13,-29.66
"310",454.497,-29.6
"311",454.864,-29.71
"312",455.231,-29.72
"313",455.597,-29.63
"314",455.964,-29.57
"315",456.33,-29.55
"316",456.697,-29.57
"317",457.063,-29.65
"318",457.43,-29.6
"319",457.796,-29.36
"320",458.163,-29.49
"321",458.529,-29.57
"322",458.895,-29.52
"323",459.262,-29.69
"324",459.628,-29.64
"325",459.994,-29.55
"326",460.36,-29.54
"327",460.726,-29.62
"328",461.092,-29.43
"329",461.458,-29.54
"330",461.824,-29.61
"331",462.19,-29.48
"332",462.556,-29.48
"333",462.922,-29.43
"334",463.288,-29.46
"335",463.654,-29.58
"336",464.02,-29.45
"337",464.385,-29.4
"338",464.751,-29.27
"339",465.117,-29.26
"340",465.482,-30.01
"341",465.848,-30.02
"342",466.214,-30.18
"343",466.579,-30.19
"344",466.945,-30.09
"345",467.31,-30.2
"346",467.675,-30.19
"347",468.041,-30.15
"348",468.406,-30.19
"349",468.772,-29.91
"350",469.137,-29.64
"351",469.502,-29.7
"352",469.867,-29.68
"353",470.232,-29.56
"354",470.597,-29.42
"355",470.963,-29.63
"356",471.328,-29.49
"357",471.693,-29.45
"358",472.058,-29.48
"359",472.422,-29.46
"360",472.787,-29.48
"361",473.152,-29.66
"362",473.517,-29.69
"363",473.882,-29.56
"364",474.246,-29.38
"365",474.611,-29.42
"366",474.976,-29.41
"367",475.34,-29.24
"368",475.705,-29.36
"369",476.07,-29.47
"370",476.434,-29.5
"371",476.799,-29.66
"372",477.163,-29.6
"373",477.527,-29.67
"374",477.892,-29.81
"375",478.256,-29.81
"376",478.62,-29.86
"377",478.985,-29.07
"378",479.349,-29.02
"379",479.713,-28.83
"380",480.077,-28.94
"381",480.441,-28.96
"382",480.805,-28.8
"383",481.169,-28.64
"384",481.533,-28.33
"385",481.897,-28.33
"386",482.261,-28.29
"387",482.625,-28.38
"388",482.989,-28.28
"389",483.353,-28.45
"390",483.716,-28.49
"391",484.08,-28.34
"392",484.444,-28.32
"393",484.807,-28.34
"394",485.171,-28.34
"395",485.534,-28.34
"396",485.898,-28.38
"397",486.261,-28.48
"398",486.625,-28.64
"399",486.988,-28.7
"400",487.352,-28.61
"401",487.715,-28.43
"402",488.078,-28.47
"403",488.442,-28.48
"404",488.805,-28.24
"405",489.168,-28.23
"406",489.531,-28.17
"407",489.894,-28.22
"408",490.257,-28.24
"409",490.62,-28.23
"410",490.983,-28.26
"411",491.346,-28.32
"412",491.709,-28.19
"413",492.072,-28.22
"414",492.435,-28.43
"415",492.798,-28.49
"416",493.16,-28.45
"417",493.523,-28.61
"418",493.886,-28.5
"419",494.248,-28.42
"420",494.611,-28.4
"421",494.973,-28.26
"422",495.336,-28.15
"423",495.698,-28.2
"424",496.061,-28.29
"425",496.423,-28.39
"426",496.786,-28.37
"427",497.148,-28.36
"428",497.51,-28.48
"429",497.873,-28.31
"430",498.235,-28.21
"431",498.597,-28.24
"432",498.959,-28.02
"433",499.321,-28.02
"434",499.683,-28.08
"435",500.045,-28.02
"436",500.407,-28.08
"437",500.769,-28.02
"438",501.131,-28.9
"439",501.493,-28.86
"440",501.855,-29.08
"441",502.217,-29.17
"442",502.578,-29.07
"443",502.94,-29.07
"444",503.302,-29.01
"445",503.663,-29.41
"446",504.025,-29.55
"447",504.386,-29.77
"448",504.748,-29.7
"449",505.109,-29.83
"450",505.471,-29.74
"451",505.832,-29.76
"452",506.194,-29.88
"453",506.555,-29.99
"454",506.916,-29.97
"455",507.277,-30.22
"456",507.639,-30.18
"457",508,-30.05
"458",508.361,-30.06
"459",508.722,-30.1
"460",509.083,-30.17
"461",509.444,-30.11
"462",509.805,-30.05
"463",510.166,-30.02
"464",510.527,-30.03
"465",510.888,-30.27
"466",511.248,-30.08
"467",511.609,-30.21
"468",511.97,-30.24
"469",512.331,-30.23
"470",512.691,-30.2
"471",513.052,-30.02
"472",513.412,-30.03
"473",513.773,-30.05
"474",514.133,-30.15
"475",514.494,-30.09
"476",514.854,-30.03
"477",515.215,-30.06
"478",515.575,-29.96
