"","wave","value"
"1",339.483,-3.27
"2",339.86,-3.73
"3",340.237,-4.5
"4",340.615,-5.29
"5",340.992,-5.86
"6",341.37,-6.26
"7",341.747,-6.7
"8",342.124,-7.38
"9",342.501,-8.1
"10",342.878,-7.48
"11",343.256,-7.86
"12",343.633,-8.56
"13",344.01,-9.3
"14",344.387,-9.91
"15",344.764,-10.41
"16",345.141,-10.67
"17",345.518,-10.96
"18",345.895,-11.46
"19",346.272,-11.93
"20",346.649,-12.46
"21",347.025,-12.63
"22",347.402,-12.75
"23",347.779,-13.03
"24",348.156,-13.17
"25",348.532,-13.23
"26",348.909,-13.43
"27",349.286,-13.16
"28",349.662,-12.81
"29",350.039,-12.6
"30",350.415,-12.48
"31",350.792,-12.63
"32",351.168,-12.95
"33",351.545,-13.17
"34",351.921,-13.93
"35",352.297,-14.6
"36",352.674,-15.35
"37",353.05,-16.18
"38",353.426,-16.96
"39",353.803,-17.98
"40",354.179,-18.65
"41",354.555,-19.12
"42",354.931,-19.82
"43",355.307,-20.67
"44",355.683,-21.28
"45",356.059,-22
"46",356.435,-22.54
"47",356.811,-23.26
"48",357.187,-23.66
"49",357.563,-23.63
"50",357.939,-23.77
"51",358.315,-23.85
"52",358.691,-24.97
"53",359.066,-25.43
"54",359.442,-25.58
"55",359.818,-25.62
"56",360.194,-25.77
"57",360.569,-26
"58",360.945,-26.22
"59",361.32,-26.28
"60",361.696,-25.99
"61",362.071,-26.75
"62",362.447,-26.73
"63",362.822,-26.41
"64",363.198,-26.27
"65",363.573,-26.12
"66",363.948,-26.15
"67",364.324,-26.13
"68",364.699,-26.23
"69",365.074,-26.22
"70",365.449,-26.16
"71",365.825,-26.07
"72",366.2,-26.34
"73",366.575,-26.55
"74",366.95,-25.74
"75",367.325,-25.7
"76",367.7,-25.97
"77",368.075,-26.1
"78",368.45,-26.09
"79",368.825,-26.21
"80",369.2,-26.25
"81",369.575,-26
"82",369.949,-26.11
"83",370.324,-26.01
"84",370.699,-26.44
"85",371.074,-26.49
"86",371.448,-26.36
"87",371.823,-26.23
"88",372.197,-25.92
"89",372.572,-25.94
"90",372.947,-25.97
"91",373.321,-26.09
"92",373.695,-26.49
"93",374.07,-26.51
"94",374.444,-26.12
"95",374.819,-26
"96",375.193,-26.02
"97",375.567,-25.98
"98",375.942,-25.9
"99",376.316,-25.78
"100",376.69,-26.28
"101",377.064,-26.58
"102",377.438,-26.77
"103",377.812,-26.72
"104",378.186,-26.41
"105",378.56,-26.35
"106",378.934,-26.37
"107",379.308,-26.38
"108",379.682,-26.39
"109",380.056,-26.32
"110",380.43,-24.27
"111",380.804,-24.27
"112",381.178,-24.22
"113",381.551,-24.45
"114",381.925,-24.6
"115",382.299,-24.5
"116",382.672,-24.52
"117",383.046,-24.44
"118",383.42,-24.65
"119",383.793,-24.75
"120",384.167,-24.74
"121",384.54,-24.8
"122",384.914,-24.63
"123",385.287,-24.54
"124",385.66,-24.43
"125",386.034,-25.23
"126",386.407,-25.32
"127",386.78,-25.28
"128",387.154,-25.2
"129",387.527,-25.28
"130",387.9,-25.27
"131",388.273,-25.2
"132",388.646,-25.63
"133",389.019,-25.47
"134",389.392,-25.57
"135",389.765,-25.29
"136",390.138,-25.18
"137",390.511,-25.25
"138",390.884,-25.18
"139",391.257,-25.49
"140",391.63,-25.42
"141",392.003,-25.31
"142",392.375,-25.39
"143",392.748,-24.53
"144",393.121,-24.41
"145",393.493,-24.68
"146",393.866,-24.8
"147",394.239,-24.81
"148",394.611,-24.77
"149",394.984,-24.26
"150",395.356,-24.39
"151",395.729,-24.43
"152",396.101,-24.3
"153",396.473,-24.3
"154",396.846,-24.15
"155",397.218,-23.24
"156",397.59,-22.89
"157",397.963,-22.75
"158",398.335,-22.41
"159",398.707,-21.73
"160",399.079,-21.64
"161",399.451,-23.66
"162",399.823,-21.54
"163",400.195,-21.56
"164",400.567,-21.48
"165",400.939,-21.51
"166",401.311,-21.41
"167",401.683,-21.37
"168",402.055,-21.49
"169",402.427,-21.44
"170",402.799,-21.32
"171",403.17,-21.16
"172",403.542,-21.09
"173",403.914,-21.23
"174",404.285,-21.26
"175",404.657,-21.29
"176",405.029,-21.35
"177",405.4,-21.48
"178",405.772,-21.48
"179",406.143,-21.35
"180",406.514,-21.27
"181",406.886,-21.27
"182",407.257,-21.28
"183",407.629,-21.03
"184",408,-21.17
"185",408.371,-21.19
"186",408.742,-21.31
"187",409.114,-21.25
"188",409.485,-21.38
"189",409.856,-21.55
"190",410.227,-21.47
"191",410.598,-21.53
"192",410.969,-21.59
"193",411.34,-21.38
"194",411.711,-22.06
"195",412.082,-22.14
"196",412.453,-22.12
"197",412.824,-22.22
"198",413.194,-22.32
"199",413.565,-22.28
"200",413.936,-22.77
"201",414.307,-22.74
"202",414.677,-22.79
"203",415.048,-22.47
"204",415.418,-22.21
"205",415.789,-22.5
"206",416.159,-23.54
"207",416.53,-23.82
"208",416.9,-24.04
"209",417.271,-24.35
"210",417.641,-24.97
"211",418.012,-25.13
"212",418.382,-25.07
"213",418.752,-27.57
"214",419.122,-27.53
"215",419.493,-27.58
"216",419.863,-27.58
"217",420.233,-27.73
"218",420.603,-27.78
"219",420.973,-27.28
"220",421.343,-27.27
"221",421.713,-26.9
"222",422.083,-27.01
"223",422.453,-26.8
"224",422.823,-26.87
"225",423.193,-26.84
"226",423.562,-26.71
"227",423.932,-26.63
"228",424.302,-26.72
"229",424.672,-26.68
"230",425.041,-26.6
"231",425.411,-26.03
"232",425.78,-25.74
"233",426.15,-25.81
"234",426.52,-25.88
"235",426.889,-25.78
"236",427.258,-25.85
"237",427.628,-26.01
"238",427.997,-26.06
"239",428.367,-26.02
"240",428.736,-25.89
"241",429.105,-26.06
"242",429.474,-26.06
"243",429.844,-26.01
"244",430.213,-26.28
"245",430.582,-26.15
"246",430.951,-26.22
"247",431.32,-25.87
"248",431.689,-25.75
"249",432.058,-25.68
"250",432.427,-25.73
"251",432.796,-25.75
"252",433.165,-25.74
"253",433.534,-25.66
"254",433.902,-26.07
"255",434.271,-26.15
"256",434.64,-26.08
"257",435.009,-25.95
"258",435.377,-26.1
"259",435.746,-26.03
"260",436.114,-26.13
"261",436.483,-26.04
"262",436.852,-25.94
"263",437.22,-25.94
"264",437.588,-25.84
"265",437.957,-25.87
"266",438.325,-25.88
"267",438.694,-25.72
"268",439.062,-25.85
"269",439.43,-25.95
"270",439.798,-26.4
"271",440.166,-26.45
"272",440.535,-26.72
"273",440.903,-26.66
"274",441.271,-26.92
"275",441.639,-27.01
"276",442.007,-26.85
"277",442.375,-26.99
"278",442.743,-27.06
"279",443.111,-26.87
"280",443.479,-26.91
"281",443.846,-27.1
"282",444.214,-27.55
"283",444.582,-27.69
"284",444.95,-26.33
"285",445.317,-26.13
"286",445.685,-26.12
"287",446.052,-26.16
"288",446.42,-26.28
"289",446.788,-26.06
"290",447.155,-25.89
"291",447.523,-26
"292",447.89,-25.92
"293",448.257,-26.11
"294",448.625,-26.06
"295",448.992,-26.01
"296",449.359,-26.18
"297",449.726,-26.32
"298",450.094,-26.84
"299",450.461,-26.29
"300",450.828,-26.25
"301",451.195,-26.28
"302",451.562,-26.14
"303",451.929,-26.06
"304",452.296,-26.07
"305",452.663,-25.94
"306",453.03,-25.98
"307",453.397,-25.99
"308",453.764,-26.07
"309",454.13,-25.92
