"","wave","value"
"1",339.483,-106.13
"2",339.86,-94.39
"3",340.237,-73.21
"4",340.615,-55.38
"5",340.992,-51.68
"6",341.37,-35.5
"7",341.747,-20.03
"8",342.124,0.34
"9",342.501,16.05
"10",342.878,24.9
"11",343.256,34.68
"12",343.633,32.99
"13",344.01,36.03
"14",344.387,30.47
"15",344.764,25.47
"16",345.141,25.92
"17",345.518,11.69
"18",345.895,13.74
"19",346.272,1.96
"20",346.649,-3.73
"21",347.025,35.73
"22",347.402,33.78
"23",347.779,31.41
"24",348.156,24.07
"25",348.532,20.61
"26",348.909,19.13
"27",349.286,18.83
"28",349.662,17.08
"29",350.039,5.63
"30",350.415,10.2
"31",350.792,10.72
"32",351.168,-32.3
"33",351.545,-31.86
"34",351.921,-31.25
"35",352.297,-28.07
"36",352.674,-25.84
"37",353.05,-33.39
"38",353.426,-38.08
"39",353.803,-40.31
"40",354.179,-41.46
"41",354.555,-37.51
"42",354.931,-36.52
"43",355.307,-28.66
"44",355.683,-19.62
"45",356.059,-12.04
"46",356.435,-10.23
"47",356.811,-15.63
"48",357.187,-2.32
"49",357.563,-2.61
"50",357.939,0.51
"51",358.315,8.71
"52",358.691,3.42
"53",359.066,20.41
"54",359.442,13.8
"55",359.818,7.64
"56",360.194,1.52
"57",360.569,5.01
"58",360.945,7.49
"59",361.32,-6.97
"60",361.696,0.22
"61",362.071,7.19
"62",362.447,2.61
"63",362.822,-4.27
"64",363.198,-25.84
"65",363.573,-22.44
"66",363.948,-24.35
"67",364.324,-26.88
"68",364.699,-32.82
"69",365.074,-4.83
"70",365.449,1.65
"71",365.825,5.61
"72",366.2,2.97
"73",366.575,1.24
"74",366.95,-0.27
"75",367.325,0.61
"76",367.7,1.08
"77",368.075,-2.72
"78",368.45,0.58
"79",368.825,-2.3
"80",369.2,-21.54
"81",369.575,-20.4
"82",369.949,-21.96
"83",370.324,-15.6
"84",370.699,-12.24
"85",371.074,-9
"86",371.448,-9.52
"87",371.823,-4.17
"88",372.197,-3.94
"89",372.572,-8.33
"90",372.947,-3.12
"91",373.321,-14.93
"92",373.695,-23.46
"93",374.07,-33.24
"94",374.444,0.71
"95",374.819,3.74
"96",375.193,6.83
"97",375.567,6.04
"98",375.942,-5.9
"99",376.316,-6.57
"100",376.69,-9.73
"101",377.064,6.62
"102",377.438,9.41
"103",377.812,22.8
"104",378.186,24.74
"105",378.56,-20.59
"106",378.934,-17.1
"107",379.308,-15.15
"108",379.682,6.96
"109",380.056,13.22
"110",380.43,18.62
"111",380.804,25.6
"112",381.178,3.65
"113",381.551,1.42
"114",381.925,-3.34
"115",382.299,-6.34
"116",382.672,-1.53
"117",383.046,-11.28
"118",383.42,-14.71
"119",383.793,-24.74
"120",384.167,-22.66
"121",384.54,-29.34
"122",384.914,-32.25
"123",385.287,-23.82
"124",385.66,-20.04
"125",386.034,-15.85
"126",386.407,-13.42
"127",386.78,-17.3
"128",387.154,-14.82
"129",387.527,-15.63
"130",387.9,76.61
"131",388.273,79.84
"132",388.646,82.59
"133",389.019,78.33
"134",389.392,70.82
"135",389.765,71.98
"136",390.138,65.61
"137",390.511,66.98
"138",390.884,68.25
"139",391.257,64.34
"140",391.63,62.38
"141",392.003,-41.97
"142",392.375,-47.88
"143",392.748,-41.26
"144",393.121,-38.71
"145",393.493,-36.31
"146",393.866,-33.92
"147",394.239,-32.97
"148",394.611,-31.68
"149",394.984,-35.17
"150",395.356,-31.37
"151",395.729,-29.14
"152",396.101,-30.2
"153",396.473,-27.68
"154",396.846,-27.68
"155",397.218,-21.95
"156",397.59,-17.38
"157",397.963,-13.07
"158",398.335,-8.73
"159",398.707,-7.99
"160",399.079,0.11
"161",399.451,-2.69
"162",399.823,-3.06
"163",400.195,26.77
"164",400.567,28.32
"165",400.939,18.73
"166",401.311,15.85
"167",401.683,10.32
"168",402.055,5.51
"169",402.427,23.76
"170",402.799,19.15
"171",403.17,16.18
"172",403.542,16.64
"173",403.914,13.88
"174",404.285,-5.96
"175",404.657,21.44
"176",405.029,36.42
"177",405.4,40.73
"178",405.772,49.32
"179",406.143,76.04
"180",406.514,52.01
"181",406.886,57.8
"182",407.257,74.6
"183",407.629,79.74
"184",408,84.24
"185",408.371,76.56
"186",408.742,42.6
"187",409.114,30.89
"188",409.485,22.08
"189",409.856,11.85
"190",410.227,-15.02
"191",410.598,-14.29
"192",410.969,-16.21
"193",411.34,-40.59
"194",411.711,-48.9
"195",412.082,-43.47
"196",412.453,-47
"197",412.824,-42.04
"198",413.194,-37.7
"199",413.565,-28.2
"200",413.936,-22.15
"201",414.307,-29.9
"202",414.677,-33.7
"203",415.048,-30.23
"204",415.418,-28.79
"205",415.789,-25.32
"206",416.159,-31.67
"207",416.53,-22.96
"208",416.9,-29.33
"209",417.271,-31.99
"210",417.641,-35.58
"211",418.012,-40.78
"212",418.382,-36.28
"213",418.752,-29.25
"214",419.122,-33.01
"215",419.493,-31.74
"216",419.863,-30.77
"217",420.233,-32.54
"218",420.603,-38.01
"219",420.973,-31.92
"220",421.343,-34.77
"221",421.713,-35.85
"222",422.083,-38.33
"223",422.453,-29.44
"224",422.823,-31
"225",423.193,-33.38
"226",423.562,-35.45
"227",423.932,-32.09
"228",424.302,-30.73
"229",424.672,-31.33
"230",425.041,-37.91
"231",425.411,-37.28
"232",425.78,-35.24
"233",426.15,-34.9
"234",426.52,-45.86
"235",426.889,-52.93
"236",427.258,-50.63
"237",427.628,-47.36
"238",427.997,-48.58
"239",428.367,-34.05
"240",428.736,-32.93
"241",429.105,-13.85
"242",429.474,-10.34
"243",429.844,-7.92
"244",430.213,-7.4
"245",430.582,-8.79
"246",430.951,-4.49
"247",431.32,-2.68
"248",431.689,-5.9
"249",432.058,-5.85
"250",432.427,-10.35
"251",432.796,17
"252",433.165,5.75
"253",433.534,4.24
"254",433.902,8.67
"255",434.271,17.36
"256",434.64,19.32
"257",435.009,20.43
"258",435.377,21.11
"259",435.746,24.83
"260",436.114,25.07
"261",436.483,12.35
"262",436.852,-14.4
"263",437.22,-19.5
"264",437.588,-17.14
"265",437.957,-26.26
"266",438.325,-32.65
"267",438.694,-20.65
"268",439.062,-19.4
"269",439.43,-25.05
"270",439.798,-23.48
"271",440.166,-30.72
"272",440.535,-27.78
"273",440.903,-30.02
"274",441.271,-33.62
"275",441.639,-29.35
"276",442.007,-31.71
"277",442.375,-24.82
"278",442.743,-38.16
"279",443.111,-43.9
"280",443.479,-43.98
"281",443.846,-44.37
"282",444.214,-35.86
"283",444.582,-32.78
"284",444.95,-30.06
"285",445.317,-26.3
"286",445.685,-36.02
"287",446.052,-21.63
"288",446.42,-28.29
"289",446.788,-32
"290",447.155,-29.87
"291",447.523,-26.14
"292",447.89,-17.75
"293",448.257,-21.04
"294",448.625,-23.69
"295",448.992,-26.44
"296",449.359,-21.74
"297",449.726,-18.07
"298",450.094,-31.27
"299",450.461,-25.83
"300",450.828,-21.07
"301",451.195,-16.93
"302",451.562,-13.96
"303",451.929,-20.13
"304",452.296,40.94
"305",452.663,50.59
"306",453.03,58.19
"307",453.397,51.79
"308",453.764,46.92
"309",454.13,61.63
"310",454.497,66.73
"311",454.864,68.89
"312",455.231,64.69
"313",455.597,58.11
"314",455.964,55.11
"315",456.33,-5.01
"316",456.697,-17.63
"317",457.063,-27.73
"318",457.43,-30.05
"319",457.796,-1.44
"320",458.163,-10.49
"321",458.529,-13
"322",458.895,-8.21
"323",459.262,-9.11
"324",459.628,-10.47
"325",459.994,-7.03
"326",460.36,-4.13
"327",460.726,-5.2
"328",461.092,-1.32
"329",461.458,-2.77
"330",461.824,-31.13
"331",462.19,-35.37
"332",462.556,-46
"333",462.922,-47.91
"334",463.288,-43.87
"335",463.654,-35.01
"336",464.02,-39.74
"337",464.385,-42.76
"338",464.751,-39.49
"339",465.117,-38.56
"340",465.482,-36.54
"341",465.848,-37.09
"342",466.214,-40.28
"343",466.579,-27.8
"344",466.945,-31.03
"345",467.31,-33.07
"346",467.675,-42.17
"347",468.041,-44.66
"348",468.406,-45.11
"349",468.772,-46.29
"350",469.137,-48.5
"351",469.502,-43.67
"352",469.867,-33.38
"353",470.232,-24.39
"354",470.597,-34.77
"355",470.963,-36.75
"356",471.328,-34.53
"357",471.693,-14.65
"358",472.058,-5.01
"359",472.422,-1.94
"360",472.787,5.76
"361",473.152,15.72
"362",473.517,16.85
"363",473.882,11.74
"364",474.246,7.53
"365",474.611,6.53
"366",474.976,6.39
"367",475.34,1.14
"368",475.705,-17.32
"369",476.07,-29.4
"370",476.434,-33.59
"371",476.799,-33.12
"372",477.163,-34.33
"373",477.527,-39.15
"374",477.892,-27.79
"375",478.256,-30.4
"376",478.62,-30.68
"377",478.985,-30.84
"378",479.349,-32.35
"379",479.713,-20.29
"380",480.077,-11.16
"381",480.441,-6.63
"382",480.805,-15.26
"383",481.169,-21.41
"384",481.533,-18.29
"385",481.897,-29.55
"386",482.261,-28.79
"387",482.625,-27.91
"388",482.989,-30.83
"389",483.353,-24.05
"390",483.716,-34.39
"391",484.08,-39.57
"392",484.444,-41.5
"393",484.807,-42.06
"394",485.171,-38.69
"395",485.534,-41.85
"396",485.898,-28.04
"397",486.261,-26.95
"398",486.625,-25.35
"399",486.988,-18.55
"400",487.352,-16.18
"401",487.715,-15.25
"402",488.078,5.09
"403",488.442,1.84
"404",488.805,6.3
"405",489.168,2.34
"406",489.531,3.56
"407",489.894,-2.59
"408",490.257,-6.11
"409",490.62,28.86
"410",490.983,35.29
"411",491.346,30.63
"412",491.709,28.27
"413",492.072,9.92
"414",492.435,11.8
"415",492.798,10.74
"416",493.16,23.8
"417",493.523,28.35
"418",493.886,15.85
"419",494.248,16.83
"420",494.611,-21.43
"421",494.973,-29.15
"422",495.336,-29.35
"423",495.698,-32.07
"424",496.061,-35.96
"425",496.423,-36.87
"426",496.786,-27.51
"427",497.148,-43.04
"428",497.51,-49.75
"429",497.873,-43.21
"430",498.235,-36.1
"431",498.597,-30.98
"432",498.959,-33.04
"433",499.321,-36.63
"434",499.683,-31.78
"435",500.045,-9.95
"436",500.407,-8.63
"437",500.769,-17.79
"438",501.131,-16.61
"439",501.493,-14.36
"440",501.855,-14.86
"441",502.217,-19.79
"442",502.578,-21.8
"443",502.94,-27.06
"444",503.302,-28.34
"445",503.663,-30.57
"446",504.025,-48.22
"447",504.386,-48.57
"448",504.748,-53.89
"449",505.109,-57.08
"450",505.471,-60.42
"451",505.832,-66.09
"452",506.194,-68.7
"453",506.555,-71.61
"454",506.916,-71.26
"455",507.277,-71.92
"456",507.639,-74.43
"457",508,-68.69
"458",508.361,-70.24
"459",508.722,-69.36
"460",509.083,-65.72
"461",509.444,-63.44
"462",509.805,-62.22
"463",510.166,-64.35
"464",510.527,-63.17
"465",510.888,-62.04
"466",511.248,-57.94
"467",511.609,-53.36
"468",511.97,-61.37
"469",512.331,-62.29
"470",512.691,-60.96
"471",513.052,-61.08
"472",513.412,-59.86
"473",513.773,-61.32
"474",514.133,-58.02
"475",514.494,-55.09
"476",514.854,-51.51
"477",515.215,-48.49
"478",515.575,-49.87
"479",515.935,-24.61
"480",516.296,-25.73
"481",516.656,-27.34
"482",517.016,-21.66
"483",517.376,-23.9
"484",517.736,-26.49
"485",518.096,-26.61
"486",518.456,-31.53
"487",518.816,-27.01
"488",519.176,-23.66
"489",519.536,-19.85
"490",519.896,-39.83
"491",520.256,-37.99
"492",520.616,-36.31
"493",520.975,-38.43
"494",521.335,-38.54
"495",521.695,-19.18
"496",522.054,-20.66
"497",522.414,-18.13
"498",522.773,-24.58
"499",523.133,-30.39
"500",523.492,-28.27
"501",523.852,-22.81
"502",524.211,-13.53
"503",524.571,-16.09
"504",524.93,-23.1
"505",525.289,9.56
"506",525.648,-2.09
"507",526.007,-5.13
"508",526.367,-1.55
"509",526.726,16.31
"510",527.085,17.23
"511",527.444,14.42
"512",527.803,8.09
"513",528.162,-1.17
"514",528.521,-0.17
"515",528.88,2.77
"516",529.238,-26.69
"517",529.597,-32.27
"518",529.956,-28.27
"519",530.315,-34.84
"520",530.673,-51.39
"521",531.032,-42.12
"522",531.39,-37.86
"523",531.749,-40.37
"524",532.107,-42.6
"525",532.466,-37.9
"526",532.824,2.15
"527",533.183,5.42
"528",533.541,12.63
"529",533.899,7.7
"530",534.258,19.97
"531",534.616,23.35
"532",534.974,19.06
"533",535.332,16.53
"534",535.69,21.1
"535",536.048,49.2
"536",536.406,49.83
"537",536.764,12.82
"538",537.122,10.39
"539",537.48,8.93
"540",537.838,27.47
"541",538.196,22.28
"542",538.554,22.58
"543",538.911,14.53
"544",539.269,18.68
"545",539.627,26.78
"546",539.984,14.5
"547",540.342,20.07
"548",540.7,26.96
"549",541.057,30.01
"550",541.414,33.97
"551",541.772,32.13
"552",542.129,39.8
"553",542.487,49
"554",542.844,61.93
"555",543.201,59.16
"556",543.558,50.77
"557",543.916,55.78
"558",544.273,53.66
"559",544.63,47.15
"560",544.987,43.32
"561",545.344,36.88
"562",545.701,25.31
"563",546.058,18.82
"564",546.415,7.88
"565",546.771,5.68
"566",547.128,-0.48
"567",547.485,0.84
"568",547.842,-10.6
"569",548.198,-18.27
"570",548.555,-22.43
"571",548.912,-22.74
"572",549.268,-24.28
"573",549.625,-25.89
"574",549.981,-22.65
"575",550.338,6.11
"576",550.694,-1.58
"577",551.05,-1.76
"578",551.407,-12.32
"579",551.763,-18.43
"580",552.119,-12.77
"581",552.475,-11.38
"582",552.832,5.28
"583",553.188,8.12
"584",553.544,7.97
"585",553.9,-0.44
"586",554.256,-30.57
"587",554.612,-34.39
"588",554.968,-28.99
"589",555.324,-24.03
"590",555.679,-17.72
"591",556.035,-20.05
"592",556.391,-20.67
"593",556.747,-37.69
"594",557.102,-40.91
"595",557.458,-42.47
"596",557.813,-41.19
"597",558.169,-43.5
"598",558.524,-34.04
"599",558.88,-40.59
"600",559.235,-38.26
"601",559.591,-46.51
"602",559.946,-45.01
"603",560.301,-42.82
"604",560.657,-42.71
"605",561.012,-39.42
"606",561.367,-31.42
"607",561.722,-18.13
"608",562.077,-18.2
"609",562.432,-21.71
"610",562.787,-15.74
"611",563.142,-19.83
"612",563.497,-14.19
"613",563.852,-18.15
"614",564.207,-20.09
"615",564.562,-21.39
"616",564.916,-26.37
"617",565.271,-31.42
"618",565.626,-46.51
"619",565.98,-49.38
"620",566.335,-54.76
"621",566.689,-56.2
"622",567.044,-58.92
"623",567.398,-67.24
"624",567.753,-67.85
"625",568.107,-68.34
"626",568.462,-69.62
"627",568.816,-67.31
"628",569.17,-67.08
"629",569.524,-65.12
"630",569.878,-64.59
"631",570.233,-62.81
"632",570.587,-64.12
"633",570.941,-61.2
"634",571.295,-61.78
"635",571.649,-59.47
"636",572.003,-60.97
"637",572.357,-62.4
"638",572.71,-59.17
"639",573.064,-56.34
"640",573.418,-58.41
