"","wave","value"
"1",339.483,-9.21
"2",339.86,-9.68
"3",340.237,-10.31
"4",340.615,-11.06
"5",340.992,-11.07
"6",341.37,-11.69
"7",341.747,-12.3
"8",342.124,-13.01
"9",342.501,-13.58
"10",342.878,-14.08
"11",343.256,-14.55
"12",343.633,-14.99
"13",344.01,-15.53
"14",344.387,-15.96
"15",344.764,-16.58
"16",345.141,-16.9
"17",345.518,-17.14
"18",345.895,-17.27
"19",346.272,-17.54
"20",346.649,-17.82
"21",347.025,-18.06
"22",347.402,-18.37
"23",347.779,-18.56
"24",348.156,-18.78
"25",348.532,-19.1
"26",348.909,-19.39
"27",349.286,-19.61
"28",349.662,-19.77
"29",350.039,-19.98
"30",350.415,-20.2
"31",350.792,-20.38
"32",351.168,-20.22
"33",351.545,-20.13
"34",351.921,-20.22
"35",352.297,-20.17
"36",352.674,-20.48
"37",353.05,-20.91
"38",353.426,-21.36
"39",353.803,-22.01
"40",354.179,-22.72
"41",354.555,-23.33
"42",354.931,-24.1
"43",355.307,-25.03
"44",355.683,-25.43
"45",356.059,-26.13
"46",356.435,-26.71
"47",356.811,-27.27
"48",357.187,-27.99
"49",357.563,-28.61
"50",357.939,-29.17
"51",358.315,-29.64
"52",358.691,-29.91
"53",359.066,-30.27
"54",359.442,-30.84
"55",359.818,-31.14
"56",360.194,-31.21
"57",360.569,-31.63
"58",360.945,-31.74
"59",361.32,-31.85
"60",361.696,-31.76
"61",362.071,-31.79
"62",362.447,-31.89
"63",362.822,-32.05
"64",363.198,-32.18
"65",363.573,-32.12
"66",363.948,-32.47
"67",364.324,-32.47
"68",364.699,-32.51
"69",365.074,-32.01
"70",365.449,-31.98
"71",365.825,-31.94
"72",366.2,-31.97
"73",366.575,-31.98
"74",366.95,-31.91
"75",367.325,-31.91
"76",367.7,-31.51
"77",368.075,-31.51
"78",368.45,-31.53
"79",368.825,-31.72
"80",369.2,-31.75
"81",369.575,-31.7
"82",369.949,-31.7
"83",370.324,-31.43
"84",370.699,-31.56
"85",371.074,-31.59
"86",371.448,-31.46
"87",371.823,-31.47
"88",372.197,-31.43
"89",372.572,-31.38
"90",372.947,-31.57
"91",373.321,-31.45
"92",373.695,-31.57
"93",374.07,-31.63
"94",374.444,-31.53
"95",374.819,-31.46
"96",375.193,-31.7
"97",375.567,-31.71
"98",375.942,-31.68
"99",376.316,-31.73
"100",376.69,-31.58
"101",377.064,-31.69
"102",377.438,-31.7
"103",377.812,-31.65
"104",378.186,-31.68
"105",378.56,-31.2
"106",378.934,-31.24
"107",379.308,-31.25
"108",379.682,-31.38
"109",380.056,-31.37
"110",380.43,-31.27
"111",380.804,-31.24
"112",381.178,-31.32
"113",381.551,-31.34
"114",381.925,-31.39
"115",382.299,-31.25
"116",382.672,-31.32
"117",383.046,-31.43
"118",383.42,-31.36
"119",383.793,-31.51
"120",384.167,-31.59
"121",384.54,-31.61
"122",384.914,-31.56
"123",385.287,-31.72
"124",385.66,-31.66
"125",386.034,-31.56
"126",386.407,-31.51
"127",386.78,-31.51
"128",387.154,-31.51
"129",387.527,-31.26
"130",387.9,-31.63
"131",388.273,-31.54
"132",388.646,-31.46
"133",389.019,-31.32
"134",389.392,-31.36
"135",389.765,-31.37
"136",390.138,-31.18
"137",390.511,-31.37
"138",390.884,-31.08
"139",391.257,-31.18
"140",391.63,-31.19
"141",392.003,-31.12
"142",392.375,-31.28
"143",392.748,-31.25
"144",393.121,-31.25
"145",393.493,-31.16
"146",393.866,-31.21
"147",394.239,-31.29
"148",394.611,-31.2
"149",394.984,-31.09
"150",395.356,-30.76
"151",395.729,-30.43
"152",396.101,-30.62
"153",396.473,-30.46
"154",396.846,-30.23
"155",397.218,-30.39
"156",397.59,-30.21
"157",397.963,-29.96
"158",398.335,-29.97
"159",398.707,-29.95
"160",399.079,-29.86
"161",399.451,-29.87
"162",399.823,-29.68
"163",400.195,-29.65
"164",400.567,-29.69
"165",400.939,-29.58
"166",401.311,-30.34
"167",401.683,-30.33
"168",402.055,-30.33
"169",402.427,-30.15
"170",402.799,-30.06
"171",403.17,-30.19
"172",403.542,-30.13
"173",403.914,-29.96
"174",404.285,-29.99
"175",404.657,-29.92
"176",405.029,-30.12
"177",405.4,-30.14
"178",405.772,-30.05
"179",406.143,-30.16
"180",406.514,-30.07
"181",406.886,-29.96
