"","wave","value"
"1",339.483,6.89
"2",339.86,5.43
"3",340.237,4.06
"4",340.615,1.92
"5",340.992,1.21
"6",341.37,1.41
"7",341.747,0.85
"8",342.124,-0.43
"9",342.501,-2.06
"10",342.878,9.23
"11",343.256,9.44
"12",343.633,7.88
"13",344.01,6.94
"14",344.387,6.16
"15",344.764,5.25
"16",345.141,5.05
"17",345.518,5.8
"18",345.895,4.46
"19",346.272,2.7
"20",346.649,1.22
"21",347.025,2.11
"22",347.402,1.8
"23",347.779,1.87
"24",348.156,2.82
"25",348.532,3.35
"26",348.909,3.71
"27",349.286,4.94
"28",349.662,7.32
"29",350.039,8.22
"30",350.415,9.73
"31",350.792,11.91
"32",351.168,11.73
"33",351.545,14.56
"34",351.921,12.46
"35",352.297,11.05
"36",352.674,10.87
"37",353.05,9.32
"38",353.426,8.02
"39",353.803,5.31
"40",354.179,4.99
"41",354.555,5.69
"42",354.931,5.32
"43",355.307,4.28
"44",355.683,3.35
"45",356.059,2.68
"46",356.435,1.85
"47",356.811,1.46
"48",357.187,1.02
"49",357.563,4.27
"50",357.939,4.71
"51",358.315,5.74
"52",358.691,-2
"53",359.066,-2.41
"54",359.442,-3.22
"55",359.818,-2.74
"56",360.194,-2.42
"57",360.569,-3.71
"58",360.945,-3.46
"59",361.32,-3.88
"60",361.696,-1.88
"61",362.071,-9.67
"62",362.447,-9.58
"63",362.822,-7.39
"64",363.198,-7.17
"65",363.573,-7.74
"66",363.948,-8.09
"67",364.324,-7.14
"68",364.699,-8.9
"69",365.074,-8.68
"70",365.449,-7.48
"71",365.825,-7.26
"72",366.2,-9.43
"73",366.575,-10.24
"74",366.95,-3.31
"75",367.325,-4.08
"76",367.7,-5.06
"77",368.075,-6.38
"78",368.45,-6.64
"79",368.825,-8.05
"80",369.2,-8.31
"81",369.575,-5.27
"82",369.949,-6.13
"83",370.324,-5.02
"84",370.699,-8.58
"85",371.074,-8.82
"86",371.448,-8.03
"87",371.823,-7.76
"88",372.197,-5.28
"89",372.572,-5.28
"90",372.947,-4.38
"91",373.321,-4.71
"92",373.695,-6.67
"93",374.07,-7.08
"94",374.444,-5.93
"95",374.819,-6.6
"96",375.193,-6.25
"97",375.567,-6.86
"98",375.942,-7.07
"99",376.316,-5.13
"100",376.69,-9.26
"101",377.064,-10.6
"102",377.438,-12.17
"103",377.812,-12.19
"104",378.186,-11.46
"105",378.56,-9.35
"106",378.934,-9.72
"107",379.308,-10.47
"108",379.682,-9.74
"109",380.056,-10.47
"110",380.43,6.14
"111",380.804,5.86
"112",381.178,4.92
"113",381.551,2.95
"114",381.925,0.55
"115",382.299,0.63
"116",382.672,1.4
"117",383.046,1.59
"118",383.42,0.4
"119",383.793,0.32
"120",384.167,-0.03
"121",384.54,-0.86
"122",384.914,-0.18
"123",385.287,1.28
"124",385.66,1.28
"125",386.034,-6.29
"126",386.407,-6.21
"127",386.78,-5.81
"128",387.154,-5.4
"129",387.527,-5.26
"130",387.9,-4.51
"131",388.273,-3.68
"132",388.646,-7.2
"133",389.019,-6.55
"134",389.392,-7.05
"135",389.765,-6.34
"136",390.138,-5.14
"137",390.511,-4.87
"138",390.884,-4.11
"139",391.257,-7.28
"140",391.63,-6.49
"141",392.003,-6.45
"142",392.375,-6.85
"143",392.748,-0.21
"144",393.121,1.07
"145",393.493,-0.29
"146",393.866,0.52
"147",394.239,-0.34
"148",394.611,0.84
"149",394.984,5.38
"150",395.356,3.64
"151",395.729,3.43
"152",396.101,3.83
"153",396.473,3.42
"154",396.846,3.86
"155",397.218,13.2
"156",397.59,14.08
"157",397.963,15.27
"158",398.335,16.78
"159",398.707,21.46
"160",399.079,21.89
"161",399.451,6.11
"162",399.823,22.43
"163",400.195,24.16
"164",400.567,25.21
"165",400.939,25.52
"166",401.311,26.27
"167",401.683,25.81
"168",402.055,25.23
"169",402.427,24.3
"170",402.799,25.76
"171",403.17,26.63
"172",403.542,27.23
"173",403.914,26.24
"174",404.285,24.75
"175",404.657,26.4
"176",405.029,25.69
"177",405.4,25.51
"178",405.772,25.7
"179",406.143,26.57
"180",406.514,27.65
"181",406.886,27.01
"182",407.257,26.73
"183",407.629,27.88
"184",408,26.85
"185",408.371,25.49
"186",408.742,24.96
"187",409.114,24.86
"188",409.485,22.83
"189",409.856,21.63
"190",410.227,21.82
"191",410.598,20.3
"192",410.969,20.34
"193",411.34,21.48
"194",411.711,15.68
"195",412.082,14.22
"196",412.453,14.86
"197",412.824,14.46
"198",413.194,14.53
"199",413.565,14.51
"200",413.936,9.93
"201",414.307,10.03
"202",414.677,8.9
"203",415.048,10.85
"204",415.418,12.04
"205",415.789,10.5
"206",416.159,0.13
"207",416.53,-1.6
"208",416.9,-2.47
"209",417.271,-4.15
"210",417.641,-9.62
"211",418.012,-10.19
"212",418.382,-9.95
"213",418.752,-28.17
"214",419.122,-29.42
