"","wave","value"
"1",339.483,-397.04
"2",339.86,-284.92
"3",340.237,-274.57
"4",340.615,-184.21
"5",340.992,-151.58
"6",341.37,-100.55
"7",341.747,-88.16
"8",342.124,-96.91
"9",342.501,-56.92
"10",342.878,-8.31
"11",343.256,51.06
"12",343.633,115.3
"13",344.01,183.45
"14",344.387,174.92
"15",344.764,169.86
"16",345.141,173.22
"17",345.518,123.39
"18",345.895,130.31
"19",346.272,343.25
"20",346.649,323.04
"21",347.025,282.81
"22",347.402,254.9
"23",347.779,272.04
"24",348.156,305.07
"25",348.532,314.37
"26",348.909,294.5
"27",349.286,263.62
"28",349.662,266.68
"29",350.039,278.86
"30",350.415,278.47
"31",350.792,237.46
"32",351.168,247.2
"33",351.545,250.17
"34",351.921,1.57
"35",352.297,-12.26
"36",352.674,-22.39
"37",353.05,-20.44
"38",353.426,-46.16
"39",353.803,-24.44
"40",354.179,-19.37
"41",354.555,17.21
"42",354.931,84.47
"43",355.307,104.35
"44",355.683,119.01
"45",356.059,116.42
"46",356.435,166.3
"47",356.811,145.7
"48",357.187,144.67
"49",357.563,156.02
"50",357.939,190.6
"51",358.315,307.11
"52",358.691,319.97
"53",359.066,358.01
"54",359.442,320.31
"55",359.818,332.49
"56",360.194,305.41
"57",360.569,239.26
"58",360.945,214.76
"59",361.32,220.8
"60",361.696,229.13
"61",362.071,160.31
"62",362.447,171.61
"63",362.822,180.67
"64",363.198,160.16
"65",363.573,141.07
"66",363.948,33.09
"67",364.324,186.42
"68",364.699,184.42
"69",365.074,211.01
"70",365.449,207.31
"71",365.825,195.91
"72",366.2,185.34
"73",366.575,163.57
"74",366.95,143.41
"75",367.325,135.66
"76",367.7,167.47
"77",368.075,154.81
"78",368.45,199.52
"79",368.825,212.38
"80",369.2,246.42
"81",369.575,305.89
"82",369.949,165.18
"83",370.324,141.46
"84",370.699,97.53
"85",371.074,115.4
"86",371.448,114.23
"87",371.823,129.23
"88",372.197,140.53
"89",372.572,111.16
"90",372.947,95.97
"91",373.321,64.65
"92",373.695,317.05
"93",374.07,283.88
"94",374.444,268.54
"95",374.819,222.12
"96",375.193,147.45
"97",375.567,122.22
"98",375.942,106.29
"99",376.316,216.13
"100",376.69,174.63
"101",377.064,232.35
"102",377.438,236.19
"103",377.812,216.76
"104",378.186,276.28
"105",378.56,317.44
"106",378.934,435.55
"107",379.308,209.36
"108",379.682,200.44
"109",380.056,203.8
"110",380.43,200.01
"111",380.804,212.18
"112",381.178,244.67
"113",381.551,244.77
"114",381.925,166.01
"115",382.299,156.27
"116",382.672,111.26
"117",383.046,171.17
"118",383.42,201.27
"119",383.793,135.13
"120",384.167,105.95
"121",384.54,22.18
"122",384.914,21.06
"123",385.287,52.72
"124",385.66,29.87
"125",386.034,45.85
"126",386.407,53.4
"127",386.78,29.04
"128",387.154,615.33
"129",387.527,627.46
"130",387.9,628.72
"131",388.273,601.69
"132",388.646,535.4
"133",389.019,527.8
"134",389.392,557.27
"135",389.765,564.97
"136",390.138,554.49
"137",390.511,535.3
"138",390.884,477.34
"139",391.257,480.26
"140",391.63,490.69
"141",392.003,511.97
"142",392.375,507.39
"143",392.748,-57.56
"144",393.121,-64.81
"145",393.493,-42.26
"146",393.866,-12.55
"147",394.239,-10.12
"148",394.611,-22.24
"149",394.984,-36.37
"150",395.356,-49.08
"151",395.729,-40.36
"152",396.101,0.45
"153",396.473,35.62
"154",396.846,62.6
