"","wave","value"
"1",339.483,-705.28
"2",339.86,-504.34
"3",340.237,-478.48
"4",340.615,-316.96
"5",340.992,-264.82
"6",341.37,-163.29
"7",341.747,-137.88
"8",342.124,-152.53
"9",342.501,-89.26
"10",342.878,-11.3
"11",343.256,83.75
"12",343.633,190.05
"13",344.01,306.95
"14",344.387,294.46
"15",344.764,314.47
"16",345.141,321.12
"17",345.518,235.35
"18",345.895,248.57
"19",346.272,637.18
"20",346.649,601.97
"21",347.025,519.85
"22",347.402,465.85
"23",347.779,497.12
"24",348.156,562.95
"25",348.532,586.04
"26",348.909,564.27
"27",349.286,516.05
"28",349.662,960.25
"29",350.039,992.25
"30",350.415,990.5
"31",350.792,928.76
"32",351.168,947.91
"33",351.545,952.58
"34",351.921,505.6
"35",352.297,485.29
"36",352.674,473.16
"37",353.05,480.1
"38",353.426,435.02
"39",353.803,472.87
"40",354.179,473.38
"41",354.555,526.49
"42",354.931,638.79
"43",355.307,233.6
"44",355.683,252.08
"45",356.059,247.19
"46",356.435,332.74
"47",356.811,285.69
"48",357.187,281.96
"49",357.563,300.37
"50",357.939,363.94
"51",358.315,572.45
"52",358.691,597
"53",359.066,657.27
"54",359.442,587.28
"55",359.818,612.92
"56",360.194,570.92
"57",360.569,453.07
"58",360.945,412.16
"59",361.32,417.56
"60",361.696,443.94
"61",362.071,324.92
"62",362.447,353.42
"63",362.822,364.59
"64",363.198,326.75
"65",363.573,292.19
"66",363.948,91.06
"67",364.324,362.69
"68",364.699,364.67
"69",365.074,416.1
"70",365.449,411.64
"71",365.825,389.8
"72",366.2,373.21
"73",366.575,330.4
"74",366.95,290.95
"75",367.325,266.69
"76",367.7,318.42
"77",368.075,292.78
"78",368.45,369.12
"79",368.825,389.51
"80",369.2,447.52
"81",369.575,561.42
"82",369.949,313.82
"83",370.324,270.05
"84",370.699,185.74
"85",371.074,225.27
"86",371.448,224.39
"87",371.823,253.03
"88",372.197,286.86
"89",372.572,240.83
"90",372.947,214.09
"91",373.321,158.42
"92",373.695,622.2
"93",374.07,565.29
"94",374.444,540.16
"95",374.819,468.34
"96",375.193,334.78
"97",375.567,293.21
"98",375.942,263.92
"99",376.316,452.12
"100",376.69,369.85
"101",377.064,462.13
"102",377.438,462.42
"103",377.812,418.66
"104",378.186,514.95
"105",378.56,589.03
"106",378.934,799.45
"107",379.308,378.62
"108",379.682,364.3
"109",380.056,375.63
"110",380.43,354.51
"111",380.804,374.82
"112",381.178,428.3
"113",381.551,430.71
"114",381.925,302.71
"115",382.299,285.91
"116",382.672,219.64
"117",383.046,330.11
"118",383.42,383.44
"119",383.793,273.71
"120",384.167,229.58
"121",384.54,90.54
"122",384.914,94.12
"123",385.287,150.97
"124",385.66,108.96
"125",386.034,143.07
"126",386.407,157.91
"127",386.78,113.05
"128",387.154,723.9
"129",387.527,719.23
"130",387.9,724.27
"131",388.273,672.62
"132",388.646,552.36
"133",389.019,540.96
"134",389.392,592.03
"135",389.765,597.8
"136",390.138,571.35
"137",390.511,535.12
"138",390.884,434.58
"139",391.257,440.8
"140",391.63,458.26
"141",392.003,497.56
"142",392.375,486.97
"143",392.748,-82.32
"144",393.121,-70.04
"145",393.493,-27.01
"146",393.866,19.6
"147",394.239,22.74
"148",394.611,2.95
"149",394.984,-17
"150",395.356,-38.92
"151",395.729,-16.56
"152",396.101,50.8
"153",396.473,107.35
"154",396.846,149.72
"155",397.218,249.89
"156",397.59,276.56
"157",397.963,311.48
"158",398.335,356.7
"159",398.707,289.41
"160",399.079,250.69
"161",399.451,560.25
"162",399.823,656.91
"163",400.195,619.72
"164",400.567,629.66
"165",400.939,642.08
"166",401.311,655.88
"167",401.683,837.58
"168",402.055,802.08
"169",402.427,801.27
"170",402.799,671.01
"171",403.17,570.77
"172",403.542,619.79
"173",403.914,893.11
"174",404.285,1002.77
"175",404.657,1040.18
"176",405.029,796.67
"177",405.4,1000.95
"178",405.772,1037.7
"179",406.143,1044.64
"180",406.514,2276.94
"181",406.886,2281.47
"182",407.257,2060.9
"183",407.629,2049.65
"184",408,2012.69
"185",408.371,2014.29
"186",408.742,2006.4
"187",409.114,1916.61
"188",409.485,1648.19
"189",409.856,1575.05
"190",410.227,1547.07
"191",410.598,1436.82
"192",410.969,1115.43
"193",411.34,1179.95
"194",411.711,1131.36
"195",412.082,-49.44
"196",412.453,-75.81
"197",412.824,-36.14
"198",413.194,12.66
"199",413.565,-0.2
"200",413.936,-3.92
"201",414.307,65.34
"202",414.677,66.58
"203",415.048,7.55
"204",415.418,-14.95
"205",415.789,22.31
"206",416.159,46.71
"207",416.53,93.76
"208",416.9,40.28
"209",417.271,59.93
"210",417.641,37.79
"211",418.012,52.77
"212",418.382,6.6
"213",418.752,-46.44
"214",419.122,-20.73
"215",419.493,-23.65
"216",419.863,-62.37
"217",420.233,8.64
"218",420.603,0.46
"219",420.973,8.06
"220",421.343,-73.91
"221",421.713,31.88
"222",422.083,49.56
"223",422.453,18.21
"224",422.823,-5.16
"225",423.193,3.6
"226",423.562,-52.29
"227",423.932,-70.33
"228",424.302,-75.16
"229",424.672,-94.3
"230",425.041,-66.02
"231",425.411,-92.98
"232",425.78,-137.04
"233",426.15,-66.02
"234",426.52,-63.61
"235",426.889,-30.74
"236",427.258,-105.7
"237",427.628,-4.87
"238",427.997,0.61
"239",428.367,186.91
"240",428.736,178.07
"241",429.105,254.64
"242",429.474,245.58
"243",429.844,251.28
"244",430.213,274.66
"245",430.582,285.54
"246",430.951,286.13
"247",431.32,304.61
"248",431.689,336.25
"249",432.058,564.41
"250",432.427,643.24
"251",432.796,604.01
"252",433.165,514.37
"253",433.534,540.16
"254",433.902,387.02
"255",434.271,385.12
"256",434.64,339.9
"257",435.009,359.55
"258",435.377,395.06
"259",435.746,353.42
"260",436.114,329.6
"261",436.483,370.07
"262",436.852,377.52
"263",437.22,298.04
"264",437.588,39.69
"265",437.957,77.54
"266",438.325,129.05
"267",438.694,67.17
"268",439.062,64.32
"269",439.43,25.59
"270",439.798,9.52
"271",440.166,-40.23
"272",440.535,-61.93
"273",440.903,-15.17
"274",441.271,-2.24
"275",441.639,54.45
"276",442.007,35.75
"277",442.375,-5.75
"278",442.743,-41.84
"279",443.111,-12.18
"280",443.479,-87.43
"281",443.846,-94.66
"282",444.214,-62.22
"283",444.582,-74.94
"284",444.95,-46.74
"285",445.317,73.89
"286",445.685,79.66
"287",446.052,66
"288",446.42,-3.7
"289",446.788,26.47
"290",447.155,54.67
"291",447.523,56.94
"292",447.89,71.69
"293",448.257,72.94
"294",448.625,109.69
"295",448.992,83.09
"296",449.359,61.61
"297",449.726,32.02
"298",450.094,28.52
"299",450.461,83.46
"300",450.828,1.56
"301",451.195,50.43
"302",451.562,708.34
"303",451.929,794.33
"304",452.296,832.47
"305",452.663,735.59
"306",453.03,711.04
"307",453.397,843.58
"308",453.764,946.66
"309",454.13,907.58
"310",454.497,898.3
"311",454.864,872.95
"312",455.231,893.11
"313",455.597,872.65
"314",455.964,799.96
"315",456.33,721.71
"316",456.697,661.22
"317",457.063,285.98
"318",457.43,240.98
"319",457.796,252.45
"320",458.163,328.5
"321",458.529,348.81
"322",458.895,182.89
"323",459.262,145.56
"324",459.628,176.32
"325",459.994,138.25
"326",460.36,164.34
"327",460.726,115.17
"328",461.092,106.98
"329",461.458,141.98
"330",461.824,150.75
"331",462.19,219.5
"332",462.556,0.17
"333",462.922,37.58
"334",463.288,-31.9
"335",463.654,-84.58
"336",464.02,-72.82
"337",464.385,-41.4
"338",464.751,-108.25
"339",465.117,-182.34
"340",465.482,-163.85
"341",465.848,-92.33
"342",466.214,-34.24
"343",466.579,10.98
"344",466.945,-30.95
"345",467.31,-31.03
"346",467.675,-63.98
"347",468.041,-98.61
"348",468.406,-191.18
"349",468.772,-166.48
"350",469.137,-116.44
"351",469.502,-50.9
"352",469.867,-69.31
"353",470.232,-44.18
"354",470.597,18.36
"355",470.963,187.86
"356",471.328,170.18
"357",471.693,157.47
"358",472.058,195.68
"359",472.422,319.22
"360",472.787,373.07
"361",473.152,384.39
"362",473.517,419.39
"363",473.882,404.85
"364",474.246,385.93
"365",474.611,301.4
"366",474.976,211.31
"367",475.34,180.55
"368",475.705,184.28
"369",476.07,204.96
"370",476.434,109.83
"371",476.799,44.08
"372",477.163,177.56
"373",477.527,121.67
"374",477.892,13.9
